index,per_capita_disp_pi,disp_personal_inc,population
2006-03-01,33286.121832522236,9917.6,297950.0
2006-04-01,33400.07378341215,9958.9,298170.0
2006-05-01,33441.24181889471,9978.9,298401.0
2006-06-01,33541.60179204629,10017.3,298653.0
2006-07-01,33622.16051654344,10050.0,298910.0
2006-08-01,33677.609984691386,10075.6,299178.0
2006-09-01,33746.64386946823,10105.5,299452.0
2006-10-01,33798.00473791332,10129.6,299710.0
2006-11-01,33923.65394232372,10175.4,299950.0
2006-12-01,34178.72062576205,10259.7,300178.0
2007-01-01,34258.55032323784,10291.2,300398.0
2007-02-01,34449.182989142006,10355.7,300608.0
2007-03-01,34657.25692516862,10425.7,300823.0
2007-04-01,34758.590908335966,10463.9,301045.0
2007-05-01,34849.20903617257,10499.3,301278.0
2007-06-01,34872.71497174392,10515.1,301528.0
2007-07-01,34931.906292455016,10542.1,301790.0
2007-08-01,34941.601779755285,10554.6,302064.0
2007-09-01,35108.52236268498,10614.5,302334.0
2007-10-01,35174.658779206184,10643.5,302590.0
2007-11-01,35298.21618444428,10689.5,302834.0
2007-12-01,35475.9092198956,10751.4,303062.0
2008-01-01,35544.05170139805,10779.8,303280.0
2008-02-01,35572.36716376601,10796.0,303494.0
2008-03-01,35642.24729755982,10824.8,303707.0
2008-04-01,35544.8365720603,10803.0,303926.0
2008-05-01,37407.654599433845,11377.8,304157.0
2008-06-01,36695.94869840602,11170.1,304396.0
2008-07-01,36267.99629734183,11048.9,304646.0
2008-08-01,35998.33389635392,10976.0,304903.0
2008-09-01,36074.754717228454,11008.5,305158.0
2008-10-01,36072.33720690366,11016.6,305403.0
2008-11-01,35918.7880374321,10977.5,305620.0
2008-12-01,35516.15782779153,10861.8,305827.0
2009-01-01,35687.094613361216,10921.5,306035.0
2009-02-01,35363.78687095289,10829.7,306237.0
2009-03-01,35285.441100646785,10812.8,306438.0
2009-04-01,35515.66143260121,10890.7,306645.0
2009-05-01,36034.64738336,11057.7,306863.0
2009-06-01,35560.584844833764,10920.3,307090.0
2009-07-01,35382.75814943284,10873.9,307322.0
2009-08-01,35389.9925220275,10884.9,307570.0
2009-09-01,35523.639978429375,10935.1,307826.0
2009-10-01,35522.33089125559,10943.4,308071.0
2009-11-01,35686.969045278944,11001.9,308289.0
2009-12-01,35866.05941749461,11064.5,308495.0
2010-01-01,35964.63949518312,11102.5,308706.0
2010-02-01,35974.93072281356,11112.8,308904.0
2010-03-01,36147.13922903962,11172.9,309095.0
2010-04-01,36445.52505908713,11272.2,309289.0
2010-05-01,36706.140846890805,11360.0,309485.0
2010-06-01,36688.18273698622,11362.0,309691.0
2010-07-01,36741.924346510146,11386.8,309913.0
2010-08-01,36884.56404403088,11439.6,310146.0
2010-09-01,36891.92454532274,11450.7,310385.0
2010-10-01,36985.3708163239,11488.1,310612.0
2010-11-01,37066.147609548934,11520.9,310820.0
2010-12-01,37341.97157739052,11614.1,311020.0
2011-01-01,37601.05911235074,11701.6,311204.0
2011-02-01,37787.15559794844,11765.9,311373.0
2011-03-01,37812.107808994355,11780.4,311551.0
2011-04-01,37880.28485276191,11808.8,311740.0
2011-05-01,37914.95023001587,11827.0,311935.0
2011-06-01,38021.829458556385,11868.4,312147.0
2011-07-01,38187.80172358598,11928.8,312372.0
2011-08-01,38223.63685801571,11948.9,312605.0
2011-09-01,38196.27799336406,11949.4,312842.0
2011-10-01,38211.20551970868,11962.4,313060.0
2011-11-01,38251.29285577476,11982.6,313260.0
2011-12-01,38611.72612249325,12103.0,313454.0
2012-01-01,38986.59592648803,12227.6,313636.0
2012-02-01,39285.42976504967,12328.2,313811.0
2012-03-01,39485.27514944601,12398.1,313993.0
2012-04-01,39689.85536769199,12469.6,314176.0
2012-05-01,39633.16877035831,12459.4,314368.0
2012-06-01,39562.776562738414,12445.5,314576.0
2012-07-01,39276.54735130053,12364.1,314796.0
2012-08-01,39277.08701683326,12373.5,315031.0
2012-09-01,39650.57856272838,12500.4,315264.0
2012-10-01,40011.094029827094,12622.9,315485.0
2012-11-01,40482.812361415556,12780.1,315692.0
2012-12-01,41435.748724978395,13088.6,315877.0
2013-01-01,39094.032996032125,12355.2,316038.0
2013-02-01,39109.27255994004,12366.0,316191.0
2013-03-01,39156.07999822985,12387.3,316357.0
2013-04-01,39221.255153458544,12414.9,316535.0
2013-05-01,39412.873465959856,12483.2,316729.0
2013-06-01,39482.03726958925,12513.2,316934.0
2013-07-01,39468.27428773222,12517.6,317156.0
2013-08-01,39591.42651001742,12566.2,317397.0
2013-09-01,39743.41618524407,12623.9,317635.0
2013-10-01,39665.391488183624,12608.2,317864.0
2013-11-01,39800.55081175568,12659.6,318076.0
2013-12-01,39939.86351468537,12711.9,318276.0
2014-01-01,40186.33189308682,12797.9,318464.0
2014-02-01,40400.19834171265,12873.2,318642.0
2014-03-01,40679.74167808874,12969.8,318827.0
2014-04-01,40896.49551752241,13046.8,319020.0
2014-05-01,41089.200407236276,13116.7,319225.0
2014-06-01,41276.24139895692,13185.2,319438.0
2014-07-01,41430.53774204649,13244.1,319670.0
2014-08-01,41590.527602299335,13305.6,319919.0
2014-09-01,41706.48975843781,13353.0,320166.0
2014-10-01,41846.36223755708,13407.7,320403.0
2014-11-01,42003.830127005516,13467.1,320616.0
2014-12-01,42195.03452145318,13536.8,320815.0
2015-01-01,42213.16710125017,13550.3,320997.0
2015-02-01,42411.66506831401,13621.1,321164.0
2015-03-01,42347.142003584944,13608.0,321344.0
2015-04-01,42447.23796254253,13648.4,321538.0
2015-05-01,42592.4659663082,13703.7,321740.0
2015-06-01,42672.555706715866,13738.6,321954.0
2015-07-01,42777.46394939569,13782.3,322186.0
2015-08-01,42844.73694820843,13814.3,322427.0
2015-09-01,42867.9455790746,13832.2,322670.0
2015-10-01,42919.96618158507,13858.9,322901.0
2015-11-01,42911.30347587376,13865.2,323113.0
2015-12-01,43054.5159873561,13920.3,323318.0
2016-01-01,43209.617043111626,13978.7,323509.0
2016-02-01,43205.009777964515,13984.9,323687.0
2016-03-01,43283.90007132469,14018.4,323871.0
2016-04-01,43320.54767466619,14038.5,324061.0
2016-05-01,43335.90328748535,14052.1,324260.0
2016-06-01,43409.990261221166,14085.5,324476.0
2016-07-01,43544.904942146066,14138.9,324697.0
2016-08-01,43617.27665546405,14172.3,324924.0
2016-09-01,43756.6698958958,14227.7,325155.0
2016-10-01,43886.92188537287,14279.4,325368.0
2016-11-01,43974.11245784213,14316.3,325562.0
2016-12-01,44118.65832468641,14371.3,325742.0
2017-01-01,44446.01274620207,14485.0,325901.0
2017-02-01,44626.897715074374,14550.6,326050.0
2017-03-01,44773.410748389826,14605.4,326207.0
2017-04-01,44930.46257173584,14664.0,326371.0
2017-05-01,45194.58088856768,14758.2,326548.0
2017-06-01,45219.94350299777,14775.3,326743.0
2017-07-01,45321.60433597705,14817.4,326939.0
2017-08-01,45443.2353120988,14866.3,327140.0
2017-09-01,45655.614006146476,14945.0,327342.0
2017-10-01,45807.07603624728,15003.1,327528.0
2017-11-01,45915.00126640606,15046.3,327699.0
2017-12-01,46051.828896317806,15098.0,327848.0
2018-01-01,46515.981693391754,15255.8,327969.0
2018-02-01,46722.03849612143,15328.8,328085.0
2018-03-01,46934.516283335215,15404.8,328219.0
2018-04-01,47131.53695289374,15476.3,328364.0
2018-05-01,47337.91751516646,15551.5,328521.0
2018-06-01,47515.911552456404,15618.1,328692.0
2018-07-01,47696.153109349485,15685.5,328863.0
2018-08-01,47839.47240457087,15741.1,329040.0
2018-09-01,47879.20392690513,15762.6,329216.0
2018-10-01,48050.72575968717,15826.9,329379.0
2018-11-01,48138.088836423114,15862.8,329527.0
2018-12-01,48663.012385525646,16042.2,329659.0
2019-01-01,48603.55524826695,16027.8,329766.0
2019-02-01,48728.86237274982,16073.8,329862.0
2019-03-01,48812.7960433606,16107.1,329977.0
2019-04-01,48803.25231821583,16110.1,330103.0
2019-05-01,48798.14680232558,16115.1,330240.0
2019-06-01,48859.0859975847,16142.7,330393.0
2019-07-01,48961.58861060102,16184.4,330553.0
2019-08-01,49208.264167944144,16274.6,330729.0
2019-09-01,49318.53347194353,16319.7,330904.0
2019-10-01,49457.20792832849,16373.6,331066.0
2019-11-01,49689.77666939402,16457.9,331213.0
2019-12-01,49628.93660685992,16444.3,331345.0
2020-01-01,50152.21320106323,16622.6,331443.0
2020-02-01,50478.24447628384,16734.8,331525.0
2020-03-01,49585.837356354765,16444.3,331633.0
2020-04-01,57041.12397491558,18919.4,331680.0
2020-05-01,54341.861685128344,18024.0,331678.0
2020-06-01,53676.9183463062,17805.6,331718.0
2020-07-01,54134.55423371722,17960.6,331777.0
2020-08-01,52283.18552068924,17349.6,331839.0
2020-09-01,52655.71379934741,17476.8,331907.0
2020-10-01,52410.90336204066,17398.9,331971.0
2020-11-01,51734.358245280055,17175.6,331996.0
2020-12-01,52029.71370734528,17272.2,331968.0
2021-01-01,57601.15441506523,19120.3,331943.0
2021-02-01,52859.16553697846,17546.6,331950.0
2021-03-01,65367.38634686236,21698.9,331953.0
2021-04-01,55517.9342276097,18429.9,331963.0
2021-05-01,54157.12874388569,17980.6,332008.0
2021-06-01,54206.96674415524,18001.7,332092.0
2021-07-01,54865.258645602546,18225.8,332192.0
2021-08-01,55004.137889525875,18277.6,332295.0
2021-09-01,54285.611140693676,18044.7,332403.0
2021-10-01,54633.35268094781,18166.3,332513.0
2021-11-01,54929.67486274722,18269.5,332598.0
2021-12-01,55103.114478114476,18329.5,332640.0
2022-01-01,54377.12664269998,18090.4,332684.0
2022-02-01,54692.712246431256,18199.0,332750.0
2022-03-01,54984.49575135512,18299.5,332812.0
2022-04-01,55232.03239771317,18384.7,332863.0
2022-05-01,55511.1014994233,18481.2,332928.0
