index,fixed_mortgage_30,adjustable_mortgage,fixed_mortgage_15
2001-06-01,7.24,,6.78
2001-06-08,7.2,,6.74
2001-06-15,7.14,,6.7
2001-06-22,7.11,,6.65
2001-06-29,7.11,,6.63
2001-07-06,7.19,,6.74
2001-07-13,7.21,,6.76
2001-07-20,7.08,,6.65
2001-07-27,7.03,,6.58
2001-08-03,7.0,,6.54
2001-08-10,7.0,,6.54
2001-08-17,6.92,,6.48
2001-08-24,6.91,,6.47
2001-08-31,6.92,,6.47
2001-09-07,6.89,,6.44
2001-09-14,6.86,,6.39
2001-09-21,6.8,,6.3
2001-09-28,6.72,,6.23
2001-10-05,6.64,,6.11
2001-10-12,6.58,,6.06
2001-10-19,6.61,,6.09
2001-10-26,6.64,,6.13
2001-11-02,6.56,,6.04
2001-11-09,6.45,,5.94
2001-11-16,6.51,,5.98
2001-11-23,6.75,,6.24
2001-11-30,7.02,,6.53
2001-12-07,6.84,,6.3
2001-12-14,7.09,,6.57
2001-12-21,7.17,,6.65
2001-12-28,7.16,,6.65
2002-01-04,7.14,,6.62
2002-01-11,7.06,,6.55
2002-01-18,6.83,,6.31
2002-01-25,6.96,,6.44
2002-02-01,7.02,,6.51
2002-02-08,6.88,,6.36
2002-02-15,6.86,,6.35
2002-02-22,6.81,,6.28
2002-03-01,6.8,,6.28
2002-03-08,6.87,,6.37
2002-03-15,7.08,,6.59
2002-03-22,7.14,,6.65
2002-03-29,7.18,,6.69
2002-04-05,7.13,,6.64
2002-04-12,6.99,,6.49
2002-04-19,6.94,,6.42
2002-04-26,6.88,,6.35
2002-05-03,6.78,,6.26
2002-05-10,6.79,,6.27
2002-05-17,6.89,,6.37
2002-05-24,6.81,,6.28
2002-05-31,6.76,,6.22
2002-06-07,6.71,,6.18
2002-06-14,6.71,,6.17
2002-06-21,6.63,,6.08
2002-06-28,6.55,,5.99
2002-07-05,6.57,,6.03
2002-07-12,6.54,,6.0
2002-07-19,6.49,,5.93
2002-07-26,6.34,,5.76
2002-08-02,6.43,,5.84
2002-08-09,6.31,,5.69
2002-08-16,6.22,,5.63
2002-08-23,6.27,,5.71
2002-08-30,6.22,,5.64
2002-09-06,6.15,,5.56
2002-09-13,6.18,,5.59
2002-09-20,6.05,,5.47
2002-09-27,5.99,,5.41
2002-10-04,6.01,,5.4
2002-10-11,5.98,,5.34
2002-10-18,6.15,,5.56
2002-10-25,6.31,,5.7
2002-11-01,6.13,,5.51
2002-11-08,6.11,,5.48
2002-11-15,5.94,,5.32
2002-11-22,6.03,,5.44
2002-11-29,6.13,,5.57
2002-12-06,6.19,,5.6
2002-12-13,6.04,,5.46
2002-12-20,6.03,,5.42
2002-12-27,5.93,,5.32
2003-01-03,5.85,,5.24
2003-01-10,5.95,,5.33
2003-01-17,5.97,,5.36
2003-01-24,5.91,,5.31
2003-01-31,5.9,,5.28
2003-02-07,5.88,,5.27
2003-02-14,5.86,,5.26
2003-02-21,5.84,,5.21
2003-02-28,5.79,,5.14
2003-03-07,5.67,,5.01
2003-03-14,5.61,,4.93
2003-03-21,5.79,,5.11
2003-03-28,5.91,,5.21
2003-04-04,5.79,,5.06
2003-04-11,5.85,,5.17
2003-04-18,5.82,,5.12
2003-04-25,5.79,,5.12
2003-05-02,5.7,,5.03
2003-05-09,5.62,,4.97
2003-05-16,5.45,,4.84
2003-05-23,5.34,,4.73
2003-05-30,5.31,,4.73
2003-06-06,5.26,,4.66
2003-06-13,5.21,,4.6
2003-06-20,5.21,,4.62
2003-06-27,5.24,,4.63
2003-07-04,5.4,,4.75
2003-07-11,5.52,,4.85
2003-07-18,5.67,,5.0
2003-07-25,5.94,,5.27
2003-08-01,6.14,,5.44
2003-08-08,6.34,,5.66
2003-08-15,6.24,,5.58
2003-08-22,6.28,,5.6
2003-08-29,6.32,,5.66
2003-09-05,6.44,,5.77
2003-09-12,6.16,,5.46
2003-09-19,6.01,,5.3
2003-09-26,5.98,,5.3
2003-10-03,5.77,,5.1
2003-10-10,5.95,,5.26
2003-10-17,6.05,,5.36
2003-10-24,6.05,,5.39
2003-10-31,5.94,,5.26
2003-11-07,5.98,,5.31
2003-11-14,6.03,,5.39
2003-11-21,5.83,,5.17
2003-11-28,5.89,,5.22
2003-12-05,6.02,,5.36
2003-12-12,5.88,,5.24
2003-12-19,5.82,,5.14
2003-12-26,5.81,,5.13
2003-12-31,5.85,,5.15
2004-01-08,5.87,,5.17
2004-01-15,5.66,,4.97
2004-01-22,5.64,,4.95
2004-01-29,5.68,,4.97
2004-02-05,5.72,,5.03
2004-02-12,5.66,,4.96
2004-02-19,5.58,,4.87
2004-02-26,5.58,,4.89
2004-03-04,5.59,,4.88
2004-03-11,5.41,,4.69
2004-03-18,5.38,,4.69
2004-03-25,5.4,,4.7
2004-04-01,5.52,,4.84
2004-04-08,5.79,,5.12
2004-04-15,5.89,,5.23
2004-04-22,5.94,,5.25
2004-04-29,6.01,,5.35
2004-05-06,6.12,,5.47
2004-05-13,6.34,,5.72
2004-05-20,6.3,,5.67
2004-05-27,6.32,,5.69
2004-06-03,6.28,,5.63
2004-06-10,6.3,,5.67
2004-06-17,6.32,,5.7
2004-06-24,6.25,,5.64
2004-07-01,6.21,,5.62
2004-07-08,6.01,,5.42
2004-07-15,6.0,,5.4
2004-07-22,5.98,,5.39
2004-07-29,6.08,,5.49
2004-08-05,5.99,,5.4
2004-08-12,5.85,,5.24
2004-08-19,5.81,,5.19
2004-08-26,5.82,,5.21
2004-09-02,5.77,,5.15
2004-09-09,5.83,,5.22
2004-09-16,5.75,,5.13
2004-09-23,5.7,,5.1
2004-09-30,5.72,,5.12
2004-10-07,5.82,,5.24
2004-10-14,5.74,,5.14
2004-10-21,5.69,,5.07
2004-10-28,5.64,,5.01
2004-11-04,5.7,,5.08
2004-11-11,5.76,,5.16
2004-11-18,5.74,,5.15
2004-11-24,5.72,,5.15
2004-12-02,5.81,,5.23
2004-12-09,5.71,,5.14
2004-12-16,5.68,,5.11
2004-12-22,5.75,,5.18
2004-12-29,5.81,,5.23
2005-01-06,5.77,5.03,5.21
2005-01-13,5.74,5.05,5.19
2005-01-20,5.67,5.05,5.15
2005-01-27,5.66,5.02,5.14
2005-02-03,5.63,5.0,5.14
2005-02-10,5.57,4.99,5.1
2005-02-17,5.62,5.05,5.14
2005-02-24,5.69,5.05,5.22
2005-03-03,5.79,5.17,5.33
2005-03-10,5.85,5.22,5.38
2005-03-17,5.95,5.31,5.47
2005-03-24,6.01,5.35,5.56
2005-03-31,6.04,5.43,5.58
2005-04-07,5.93,5.33,5.48
2005-04-14,5.91,5.31,5.46
2005-04-21,5.8,5.22,5.36
2005-04-28,5.78,5.2,5.33
2005-05-05,5.75,5.16,5.31
2005-05-12,5.77,5.21,5.33
2005-05-19,5.71,5.07,5.27
2005-05-26,5.65,5.07,5.21
2005-06-02,5.62,5.1,5.2
2005-06-09,5.56,5.01,5.14
2005-06-16,5.63,5.1,5.22
2005-06-23,5.57,5.05,5.16
2005-06-30,5.53,5.06,5.12
2005-07-07,5.62,5.19,5.2
2005-07-14,5.66,5.15,5.25
2005-07-21,5.73,5.26,5.32
2005-07-28,5.77,5.27,5.34
2005-08-04,5.82,5.3,5.38
2005-08-11,5.89,5.4,5.47
2005-08-18,5.8,5.34,5.4
2005-08-25,5.77,5.3,5.35
2005-09-01,5.71,5.3,5.32
2005-09-08,5.71,5.24,5.3
2005-09-15,5.74,5.26,5.32
2005-09-22,5.8,5.31,5.37
2005-09-29,5.91,5.44,5.48
2005-10-06,5.98,5.48,5.54
2005-10-13,6.03,5.57,5.62
2005-10-20,6.1,5.59,5.65
2005-10-27,6.15,5.63,5.69
2005-11-03,6.31,5.76,5.85
2005-11-10,6.36,5.81,5.89
2005-11-17,6.37,5.86,5.9
2005-11-23,6.28,5.75,5.81
2005-12-01,6.26,5.76,5.81
2005-12-08,6.32,5.78,5.87
2005-12-15,6.3,5.77,5.85
2005-12-22,6.26,5.82,5.79
2005-12-29,6.22,5.79,5.76
2006-01-05,6.21,5.78,5.76
2006-01-12,6.15,5.76,5.71
2006-01-19,6.1,5.75,5.67
2006-01-26,6.12,5.75,5.7
2006-02-02,6.23,5.87,5.81
2006-02-09,6.24,5.89,5.83
2006-02-16,6.28,5.95,5.91
2006-02-23,6.26,5.96,5.89
2006-03-02,6.24,5.97,5.89
2006-03-09,6.37,6.03,6.0
2006-03-16,6.34,5.93,5.98
2006-03-23,6.32,5.96,5.97
2006-03-30,6.35,6.02,6.0
2006-04-06,6.43,6.11,6.1
2006-04-13,6.49,6.13,6.14
2006-04-20,6.53,6.16,6.17
2006-04-27,6.58,6.21,6.21
2006-05-04,6.59,6.21,6.22
2006-05-11,6.58,6.22,6.17
2006-05-18,6.6,6.23,6.2
2006-05-25,6.62,6.21,6.23
2006-06-01,6.67,6.26,6.26
2006-06-08,6.62,6.2,6.23
2006-06-15,6.63,6.23,6.25
2006-06-22,6.71,6.32,6.36
2006-06-29,6.78,6.39,6.43
2006-07-06,6.79,6.39,6.44
2006-07-13,6.74,6.33,6.37
2006-07-20,6.8,6.36,6.41
2006-07-27,6.72,6.35,6.34
2006-08-03,6.63,6.27,6.27
2006-08-10,6.55,6.21,6.2
2006-08-17,6.52,6.18,6.2
2006-08-24,6.48,6.14,6.18
2006-08-31,6.44,6.11,6.14
2006-09-07,6.47,6.14,6.16
2006-09-14,6.43,6.1,6.11
2006-09-21,6.4,6.08,6.06
2006-09-28,6.31,6.0,5.98
2006-10-05,6.3,6.0,5.98
2006-10-12,6.37,6.1,6.06
2006-10-19,6.36,6.11,6.06
2006-10-26,6.4,6.14,6.1
2006-11-02,6.31,6.05,6.02
2006-11-09,6.33,6.08,6.04
2006-11-16,6.24,6.04,5.94
2006-11-22,6.18,5.99,5.91
2006-11-30,6.14,5.95,5.87
2006-12-07,6.11,5.92,5.84
2006-12-14,6.12,5.92,5.86
2006-12-21,6.13,5.96,5.89
2006-12-28,6.18,5.98,5.93
2007-01-04,6.18,6.02,5.94
2007-01-11,6.21,6.03,5.96
2007-01-18,6.23,6.04,5.98
2007-01-25,6.25,6.0,5.98
2007-02-01,6.34,6.04,6.06
2007-02-08,6.28,5.99,6.02
2007-02-15,6.3,6.01,6.03
2007-02-22,6.22,5.96,5.97
2007-03-01,6.18,5.93,5.92
2007-03-08,6.14,5.9,5.86
2007-03-15,6.14,5.9,5.88
2007-03-22,6.16,5.91,5.9
2007-03-29,6.16,5.88,5.86
2007-04-05,6.17,5.92,5.87
2007-04-12,6.22,5.93,5.9
2007-04-19,6.17,5.92,5.89
2007-04-26,6.16,5.88,5.87
2007-05-03,6.16,5.87,5.87
2007-05-10,6.15,5.89,5.87
2007-05-17,6.21,5.92,5.92
2007-05-24,6.37,6.02,6.06
2007-05-31,6.42,6.19,6.12
2007-06-07,6.53,6.24,6.22
2007-06-14,6.74,6.37,6.43
2007-06-21,6.69,6.31,6.37
2007-06-28,6.67,6.3,6.34
2007-07-05,6.63,6.29,6.3
2007-07-12,6.73,6.35,6.39
2007-07-19,6.73,6.35,6.38
2007-07-26,6.69,6.3,6.37
2007-08-02,6.68,6.29,6.32
2007-08-09,6.59,6.33,6.25
2007-08-16,6.62,6.35,6.3
2007-08-23,6.52,6.34,6.18
2007-08-30,6.45,6.35,6.12
2007-09-06,6.46,6.32,6.15
2007-09-13,6.31,6.17,5.97
2007-09-20,6.34,6.21,5.98
2007-09-27,6.42,6.15,6.09
2007-10-04,6.37,6.11,6.03
2007-10-11,6.4,6.12,6.06
2007-10-18,6.4,6.11,6.08
2007-10-25,6.33,6.03,5.99
2007-11-01,6.26,5.98,5.91
2007-11-08,6.24,5.89,5.9
2007-11-15,6.24,5.96,5.88
2007-11-21,6.2,5.88,5.83
2007-11-29,6.1,5.86,5.73
2007-12-06,5.96,5.75,5.65
2007-12-13,6.11,5.89,5.78
2007-12-20,6.14,5.9,5.79
2007-12-27,6.17,5.9,5.79
2008-01-03,6.07,5.78,5.68
2008-01-10,5.87,5.63,5.43
2008-01-17,5.69,5.4,5.21
2008-01-24,5.48,5.13,4.95
2008-01-31,5.68,5.32,5.17
2008-02-07,5.67,5.21,5.15
2008-02-14,5.72,5.19,5.25
2008-02-21,6.04,5.37,5.64
2008-02-28,6.24,5.43,5.72
2008-03-06,6.03,5.34,5.47
2008-03-13,6.13,5.58,5.6
2008-03-20,5.87,5.56,5.27
2008-03-27,5.85,5.67,5.34
2008-04-03,5.88,5.59,5.42
2008-04-10,5.88,5.56,5.42
2008-04-17,5.88,5.48,5.4
2008-04-24,6.03,5.68,5.62
2008-05-01,6.06,5.73,5.59
2008-05-08,6.05,5.67,5.6
2008-05-15,6.01,5.57,5.6
2008-05-22,5.98,5.61,5.55
2008-05-29,6.08,5.62,5.66
2008-06-05,6.09,5.51,5.65
2008-06-12,6.32,5.7,5.93
2008-06-19,6.42,5.89,6.02
2008-06-26,6.45,5.99,6.04
2008-07-03,6.35,5.78,5.92
2008-07-10,6.37,5.82,5.91
2008-07-17,6.26,5.8,5.78
2008-07-24,6.63,6.16,6.18
2008-07-31,6.52,6.07,6.07
2008-08-07,6.52,6.05,6.1
2008-08-14,6.52,6.02,6.07
2008-08-21,6.47,5.99,6.0
2008-08-28,6.4,6.03,5.93
2008-09-04,6.35,5.97,5.9
2008-09-11,5.93,5.87,5.54
2008-09-18,5.78,5.67,5.35
2008-09-25,6.09,6.02,5.77
2008-10-02,6.1,6.0,5.78
2008-10-09,5.94,5.9,5.63
2008-10-16,6.46,6.14,6.14
2008-10-23,6.04,6.06,5.72
2008-10-30,6.46,6.36,6.19
2008-11-06,6.2,6.19,5.88
2008-11-13,6.14,5.98,5.81
2008-11-20,6.04,5.87,5.73
2008-11-26,5.97,5.86,5.74
2008-12-04,5.53,5.77,5.33
2008-12-11,5.47,5.82,5.2
2008-12-18,5.19,5.6,4.92
2008-12-24,5.14,5.49,4.91
2008-12-31,5.1,5.57,4.83
2009-01-08,5.01,5.49,4.62
2009-01-15,4.96,5.25,4.65
2009-01-22,5.12,5.24,4.8
2009-01-29,5.1,5.27,4.8
2009-02-05,5.25,5.26,4.92
2009-02-12,5.16,5.23,4.81
2009-02-19,5.04,5.04,4.68
2009-02-26,5.07,5.06,4.68
2009-03-05,5.15,5.08,4.72
2009-03-12,5.03,4.99,4.64
2009-03-19,4.98,4.98,4.61
2009-03-26,4.85,4.96,4.58
2009-04-02,4.78,4.92,4.52
2009-04-09,4.87,4.93,4.54
2009-04-16,4.82,4.88,4.48
2009-04-23,4.8,4.85,4.48
2009-04-30,4.78,4.8,4.48
2009-05-07,4.84,4.9,4.51
2009-05-14,4.86,4.82,4.52
2009-05-21,4.82,4.79,4.5
2009-05-28,4.91,4.82,4.53
2009-06-04,5.29,4.85,4.79
2009-06-11,5.59,5.17,5.06
2009-06-18,5.38,4.97,4.89
2009-06-25,5.42,4.99,4.87
2009-07-02,5.32,4.88,4.77
2009-07-09,5.2,4.82,4.69
2009-07-16,5.14,4.83,4.63
2009-07-23,5.2,4.74,4.68
2009-07-30,5.25,4.75,4.69
2009-08-06,5.22,4.73,4.63
2009-08-13,5.29,4.75,4.68
2009-08-20,5.12,4.57,4.56
2009-08-27,5.14,4.67,4.58
2009-09-03,5.08,4.59,4.54
2009-09-10,5.07,4.51,4.5
2009-09-17,5.04,4.51,4.47
2009-09-24,5.04,4.51,4.46
2009-10-01,4.94,4.42,4.36
2009-10-08,4.87,4.35,4.33
2009-10-15,4.92,4.38,4.37
2009-10-22,5.0,4.4,4.43
2009-10-29,5.03,4.42,4.46
2009-11-05,4.98,4.35,4.4
2009-11-12,4.91,4.29,4.36
2009-11-19,4.83,4.25,4.32
2009-11-25,4.78,4.18,4.29
2009-12-03,4.71,4.19,4.27
2009-12-10,4.81,4.26,4.32
2009-12-17,4.94,4.37,4.38
2009-12-24,5.05,4.4,4.45
2009-12-31,5.14,4.44,4.54
2010-01-07,5.09,4.44,4.5
2010-01-14,5.06,4.32,4.45
2010-01-21,4.99,4.27,4.4
2010-01-28,4.98,4.25,4.39
2010-02-04,5.01,4.27,4.4
2010-02-11,4.97,4.19,4.34
2010-02-18,4.93,4.12,4.33
2010-02-25,5.05,4.16,4.4
2010-03-04,4.97,4.11,4.33
2010-03-11,4.95,4.05,4.32
2010-03-18,4.96,4.09,4.33
2010-03-25,4.99,4.14,4.34
2010-04-01,5.08,4.1,4.39
2010-04-08,5.21,4.25,4.52
2010-04-15,5.07,4.08,4.4
2010-04-22,5.07,4.03,4.39
2010-04-29,5.06,4.0,4.39
2010-05-06,5.0,3.97,4.36
2010-05-13,4.93,3.95,4.3
2010-05-20,4.84,3.91,4.24
2010-05-27,4.78,3.97,4.21
2010-06-03,4.79,3.94,4.2
2010-06-10,4.72,3.92,4.17
2010-06-17,4.75,3.89,4.2
2010-06-24,4.69,3.84,4.13
2010-07-01,4.58,3.79,4.04
2010-07-08,4.57,3.75,4.07
2010-07-15,4.57,3.85,4.06
2010-07-22,4.56,3.79,4.03
2010-07-29,4.54,3.76,4.0
2010-08-05,4.49,3.63,3.95
2010-08-12,4.44,3.56,3.92
2010-08-19,4.42,3.56,3.9
2010-08-26,4.36,3.56,3.86
2010-09-02,4.32,3.54,3.83
2010-09-09,4.35,3.56,3.83
2010-09-16,4.37,3.55,3.82
2010-09-23,4.37,3.54,3.82
2010-09-30,4.32,3.52,3.75
2010-10-07,4.27,3.47,3.72
2010-10-14,4.19,3.47,3.62
2010-10-21,4.21,3.45,3.64
2010-10-28,4.23,3.41,3.66
2010-11-04,4.24,3.39,3.63
2010-11-11,4.17,3.25,3.57
2010-11-18,4.39,3.4,3.76
2010-11-24,4.4,3.45,3.77
2010-12-02,4.46,3.49,3.81
2010-12-09,4.61,3.6,3.96
2010-12-16,4.83,3.77,4.17
2010-12-23,4.81,3.75,4.15
2010-12-30,4.86,3.77,4.2
2011-01-06,4.77,3.75,4.13
2011-01-13,4.71,3.72,4.08
2011-01-20,4.74,3.69,4.05
2011-01-27,4.8,3.7,4.09
2011-02-03,4.81,3.69,4.08
2011-02-10,5.05,3.92,4.29
2011-02-17,5.0,3.87,4.27
2011-02-24,4.95,3.8,4.22
2011-03-03,4.87,3.72,4.15
2011-03-10,4.88,3.73,4.15
2011-03-17,4.76,3.57,3.97
2011-03-24,4.81,3.62,4.04
2011-03-31,4.86,3.7,4.09
2011-04-07,4.87,3.72,4.1
2011-04-14,4.91,3.78,4.13
2011-04-21,4.8,3.61,4.02
2011-04-28,4.78,3.51,3.97
2011-05-05,4.71,3.47,3.89
2011-05-12,4.63,3.41,3.82
2011-05-19,4.61,3.48,3.8
2011-05-26,4.6,3.41,3.78
2011-06-02,4.55,3.41,3.74
2011-06-09,4.49,3.28,3.68
2011-06-16,4.5,3.27,3.67
2011-06-23,4.5,3.25,3.69
2011-06-30,4.51,3.22,3.69
2011-07-07,4.6,3.3,3.75
2011-07-14,4.51,3.29,3.65
2011-07-21,4.52,3.27,3.66
2011-07-27,,,3.66
2011-07-28,4.55,3.25,
2011-08-04,4.39,3.18,3.54
2011-08-11,4.32,3.13,3.5
2011-08-18,4.15,3.08,3.36
2011-08-25,4.22,3.07,3.44
2011-09-01,4.22,2.96,3.39
2011-09-08,4.12,2.96,3.33
2011-09-15,4.09,2.99,3.3
2011-09-22,4.09,3.02,3.29
2011-09-29,4.01,3.02,3.28
2011-10-06,3.94,2.96,3.26
2011-10-13,4.12,3.06,3.37
2011-10-20,4.11,3.01,3.38
2011-10-27,4.1,3.08,3.38
2011-11-03,4.0,2.96,3.31
2011-11-10,3.99,2.98,3.3
2011-11-17,4.0,2.97,3.31
2011-11-23,3.98,2.91,3.3
2011-12-01,4.0,2.9,3.3
2011-12-08,3.99,2.93,3.27
2011-12-15,3.94,2.86,3.21
2011-12-22,3.91,2.85,3.21
2011-12-29,3.95,2.88,3.24
2012-01-05,3.91,2.86,3.23
2012-01-12,3.89,2.82,3.16
2012-01-19,3.88,2.82,3.17
2012-01-26,3.98,2.85,3.24
2012-02-02,3.87,2.8,3.14
2012-02-09,3.87,2.83,3.16
2012-02-16,3.87,2.82,3.16
2012-02-23,3.95,2.8,3.19
2012-03-01,3.9,2.83,3.17
2012-03-08,3.88,2.81,3.13
2012-03-15,3.92,2.83,3.16
2012-03-22,4.08,2.96,3.3
2012-03-29,3.99,2.9,3.23
2012-04-05,3.98,2.86,3.21
2012-04-12,3.88,2.85,3.11
2012-04-19,3.9,2.78,3.13
2012-04-26,3.88,2.85,3.12
2012-05-03,3.84,2.85,3.07
2012-05-10,3.83,2.81,3.05
2012-05-17,3.79,2.83,3.04
2012-05-24,3.78,2.83,3.04
2012-05-31,3.75,2.84,2.97
2012-06-07,3.67,2.84,2.94
2012-06-14,3.71,2.8,2.98
2012-06-21,3.66,2.77,2.95
2012-06-28,3.66,2.79,2.94
2012-07-05,3.62,2.79,2.89
2012-07-12,3.56,2.74,2.86
2012-07-19,3.53,2.69,2.83
2012-07-26,3.49,2.74,2.8
2012-08-02,3.55,2.75,2.83
2012-08-09,3.59,2.77,2.84
2012-08-16,3.62,2.76,2.88
2012-08-23,3.66,2.8,2.89
2012-08-30,3.59,2.78,2.86
2012-09-06,3.55,2.75,2.86
2012-09-13,3.55,2.72,2.85
2012-09-20,3.49,2.76,2.77
2012-09-27,3.4,2.71,2.73
2012-10-04,3.36,2.72,2.69
2012-10-11,3.39,2.73,2.7
2012-10-18,3.37,2.75,2.66
2012-10-25,3.41,2.75,2.72
2012-11-01,3.39,2.74,2.7
2012-11-08,3.4,2.73,2.69
2012-11-15,3.34,2.74,2.65
2012-11-21,3.31,2.74,2.63
2012-11-29,3.32,2.72,2.64
2012-12-06,3.34,2.69,2.67
2012-12-13,3.32,2.7,2.66
2012-12-20,3.37,2.71,2.65
2012-12-27,3.35,2.7,2.65
2013-01-03,3.34,2.71,2.64
2013-01-10,3.4,2.67,2.66
2013-01-17,3.38,2.67,2.66
2013-01-24,3.42,2.67,2.71
2013-01-31,3.53,2.7,2.81
2013-02-07,3.53,2.63,2.77
2013-02-14,3.53,2.64,2.77
2013-02-21,3.56,2.64,2.77
2013-02-28,3.51,2.61,2.76
2013-03-07,3.52,2.63,2.76
2013-03-14,3.63,2.61,2.79
2013-03-21,3.54,2.61,2.72
2013-03-28,3.57,2.68,2.76
2013-04-04,3.54,2.65,2.74
2013-04-11,3.43,2.62,2.65
2013-04-18,3.41,2.6,2.64
2013-04-25,3.4,2.58,2.61
2013-05-02,3.35,2.56,2.56
2013-05-09,3.42,2.58,2.61
2013-05-16,3.51,2.62,2.69
2013-05-23,3.59,2.63,2.77
2013-05-30,3.81,2.66,2.98
2013-06-06,3.91,2.74,3.03
2013-06-13,3.98,2.79,3.1
2013-06-20,3.93,2.79,3.04
2013-06-27,4.46,3.08,3.5
2013-07-03,4.29,3.1,3.39
2013-07-11,4.51,3.26,3.53
2013-07-18,4.37,3.17,3.41
2013-07-25,4.31,3.16,3.39
2013-08-01,4.39,3.18,3.43
2013-08-08,4.4,3.19,3.43
2013-08-15,4.4,3.23,3.44
2013-08-22,4.58,3.21,3.6
2013-08-29,4.51,3.24,3.54
2013-09-05,4.57,3.28,3.59
2013-09-12,4.57,3.22,3.59
2013-09-19,4.5,3.11,3.54
2013-09-26,4.32,3.07,3.37
2013-10-03,4.22,3.03,3.29
2013-10-10,4.23,3.05,3.31
2013-10-17,4.28,3.07,3.33
2013-10-24,4.13,3.0,3.24
2013-10-31,4.1,2.96,3.2
2013-11-07,4.16,2.96,3.27
2013-11-14,4.35,3.01,3.35
2013-11-21,4.22,2.95,3.27
2013-11-27,4.29,2.94,3.3
2013-12-05,4.46,2.99,3.47
2013-12-12,4.42,2.94,3.43
2013-12-19,4.47,2.96,3.51
2013-12-26,4.48,3.0,3.52
2014-01-02,4.53,3.05,3.55
2014-01-09,4.51,3.15,3.56
2014-01-16,4.41,3.1,3.45
2014-01-23,4.39,3.15,3.44
2014-01-30,4.32,3.12,3.4
2014-02-06,4.23,3.08,3.33
2014-02-13,4.28,3.05,3.33
2014-02-20,4.33,3.08,3.35
2014-02-27,4.37,3.05,3.39
2014-03-06,4.28,3.03,3.32
2014-03-13,4.37,3.09,3.38
2014-03-20,4.32,3.02,3.32
2014-03-27,4.4,3.1,3.42
2014-04-03,4.41,3.12,3.47
2014-04-10,4.34,3.09,3.38
2014-04-17,4.27,3.03,3.33
2014-04-24,4.33,3.03,3.39
2014-05-01,4.29,3.05,3.38
2014-05-08,4.21,3.05,3.32
2014-05-15,4.2,3.01,3.29
2014-05-22,4.14,2.96,3.25
2014-05-29,4.12,2.96,3.21
2014-06-05,4.14,2.93,3.23
2014-06-12,4.2,3.05,3.31
2014-06-19,4.17,3.0,3.3
2014-06-26,4.14,2.98,3.22
2014-07-03,4.12,2.98,3.22
2014-07-10,4.15,2.99,3.24
2014-07-17,4.13,2.97,3.23
2014-07-24,4.13,2.99,3.26
2014-07-31,4.12,3.01,3.23
2014-08-07,4.14,2.98,3.27
2014-08-14,4.12,2.97,3.24
2014-08-21,4.1,2.95,3.23
2014-08-28,4.1,2.97,3.25
2014-09-04,4.1,2.97,3.24
2014-09-11,4.12,2.99,3.26
2014-09-18,4.23,3.06,3.37
2014-09-25,4.2,3.08,3.36
2014-10-02,4.19,3.06,3.36
2014-10-09,4.12,3.05,3.3
2014-10-16,3.97,2.92,3.18
2014-10-23,3.92,2.91,3.08
2014-10-30,3.98,2.94,3.13
2014-11-06,4.02,2.97,3.21
2014-11-13,4.01,3.02,3.2
2014-11-20,3.99,3.01,3.17
2014-11-26,3.97,3.01,3.17
2014-12-04,3.89,2.94,3.1
2014-12-11,3.93,2.98,3.2
2014-12-18,3.8,2.95,3.09
2014-12-24,3.83,3.01,3.1
2014-12-31,3.87,3.01,3.15
2015-01-08,3.73,2.98,3.05
2015-01-15,3.66,2.9,2.98
2015-01-22,3.63,2.83,2.93
2015-01-29,3.66,2.86,2.98
2015-02-05,3.59,2.82,2.92
2015-02-12,3.69,2.97,2.99
2015-02-19,3.76,2.97,3.05
2015-02-26,3.8,2.99,3.07
2015-03-05,3.75,2.96,3.03
2015-03-12,3.86,3.01,3.1
2015-03-19,3.78,2.97,3.06
2015-03-26,3.69,2.92,2.97
2015-04-02,3.7,2.92,2.98
2015-04-09,3.66,2.83,2.93
2015-04-16,3.67,2.88,2.94
2015-04-23,3.65,2.84,2.92
2015-04-30,3.68,2.85,2.94
2015-05-07,3.8,2.9,3.02
2015-05-14,3.85,2.89,3.07
2015-05-21,3.84,2.88,3.05
2015-05-28,3.87,2.9,3.11
2015-06-04,3.87,2.96,3.08
2015-06-11,4.04,3.01,3.25
2015-06-18,4.0,3.0,3.23
2015-06-25,4.02,2.98,3.21
2015-07-02,4.08,2.99,3.24
2015-07-09,4.04,2.93,3.2
2015-07-16,4.09,2.96,3.25
2015-07-23,4.04,2.97,3.21
2015-07-30,3.98,2.95,3.17
2015-08-06,3.91,2.95,3.13
2015-08-13,3.94,2.93,3.17
2015-08-20,3.93,2.94,3.15
2015-08-27,3.84,2.9,3.06
2015-09-03,3.89,2.93,3.09
2015-09-10,3.9,2.91,3.1
2015-09-17,3.91,2.92,3.11
2015-09-24,3.86,2.91,3.08
2015-10-01,3.85,2.91,3.07
2015-10-08,3.76,2.88,2.99
2015-10-15,3.82,2.88,3.03
2015-10-22,3.79,2.89,2.98
2015-10-29,3.76,2.89,2.98
2015-11-05,3.87,2.96,3.09
2015-11-12,3.98,3.03,3.2
2015-11-19,3.97,2.98,3.18
2015-11-25,3.95,3.01,3.18
2015-12-03,3.93,2.99,3.16
2015-12-10,3.95,3.03,3.19
2015-12-17,3.97,3.03,3.22
2015-12-24,3.96,3.06,3.22
2015-12-31,4.01,3.08,3.24
2016-01-07,3.97,3.09,3.26
2016-01-14,3.92,3.01,3.19
