index,purchase_index,fixed_mortgage_30,adjustable_mortgage,fixed_mortgage_15,all_items,all_items_no_fe,shelter,nominal_gdp,personal_income,population,per_capita_income,household_dti,housing_price_index,initial_claims,continued_claims,insured_employees,initial_claims_rate,continued_claims_rate
2020-03-31,251.975,3.444542382402242,3.155480142533113,2.880398145695812,144.913,140.354,169.491,7115934.833333334,6274025.233333334,331295939.0,18937.807292028614,1.3527685530128282,126.41302038042491,3794016.75,3879114.0,144695661.0,0.5605775073739081,1.8816259789794136
2020-05-31,259.88,3.231725701760792,3.162382690838021,2.691795139920714,144.018,139.498,169.95,6670851.588888889,6609042.3444444435,331397457.6666667,19942.842039899315,1.450875506614995,127.2714373148616,1900327.2000000002,20058608.399999995,145137126.0,1.2295701591627075,13.515620709444379
2020-06-30,313.9,3.1621315162446835,3.0924777392862945,2.602377423838156,144.847,139.808,170.154,6448309.966666667,6776550.9,331448217.0,20445.271144534974,1.4999399896564094,127.70075001104018,1419965.0,17449563.75,145137126.0,0.9510962439577644,11.96267584160592
2020-07-31,311.9,3.015662543757663,3.0211166446433344,2.5196985714834947,145.747,140.743,170.554,6632930.066666664,6712722.777777778,331497663.6666666,20249.79256298572,1.4982632835816998,128.44297641597595,1260867.75,16441326.0,145647754.75,0.8358672272826609,11.248609666470179
2020-09-30,320.45,2.8897413691521385,2.97285980984753,2.3846959983412814,146.417,141.5,170.852,7002170.266666667,6585066.533333333,331596557.0,19858.66995997489,1.4949173439203058,129.92785636278785,761880.0,11387565.0,145657580.25,0.5153716220155949,7.75030686758694
2020-10-31,307.62,2.833598234620394,2.887952839042918,2.3458531796115256,146.382,141.532,171.106,7039328.41111111,6559250.911111112,331642458.6666666,19778.03565191543,1.475436226226387,130.890314898624,751972.3999999998,7489325.399999999,145851585.6,0.5068500163017085,5.05895261060361
2020-11-30,313.725,2.764112649951089,2.9964857392249984,2.3047078538710757,146.242,141.569,171.238,7076486.555555555,6533435.288888889,331688360.3333334,19697.465637927457,1.4559561593468706,131.8529935956879,797077.25,5703226.0,145853934.0,0.5253680629788354,3.8845247914545746
2020-12-31,321.85,2.6838275609150717,2.7871878552591896,2.2173982106737027,146.408,141.491,171.421,7113644.700000001,6507619.666666667,331734262.0,19616.959891322087,1.436477142845559,132.81589236258935,874864.0,5315220.5,145853934.0,0.5731453424729398,3.626959345814737
2021-02-28,288.225,2.806676891237666,2.8296664720181472,2.2359499518768047,147.845,142.331,172.038,7237886.855555552,7024549.533333333,331715616.6666666,21176.503819285233,1.4155535331005724,134.97313628587617,748268.25,4746364.0,141180248.0,0.5167106834076816,3.3495604209642855
2021-03-31,295.625,3.0814820371714484,2.78193752443795,2.3918460629951452,148.746,142.757,172.502,7300007.933333333,7283014.466666667,331706294.0,21956.208164121643,1.4050964008789724,136.05214569540848,685929.75,4143756.25,141180248.0,0.4594416838432875,2.923665462132663
