agency_id,agency_lat,agency_lon
82055,42.296854,-83.838973
84188,42.399355,-83.122682
84782,42.982566,-85.063214
82234,44.019769,-84.800862
84174,39.748716,-84.189089
90587,35.204421,-89.857359
84214,40.68413,-73.968271
80008,42.090617,-75.911271
82295,33.701172,-84.397716
80990,43.025749,-83.682382
83863,40.667017,-89.635728
81011,42.645229,-71.309762
82980,30.400249,-89.014483
83415,40.012208,-89.849658
80292,35.146221,-90.053643
83460,39.916279,-75.390047
90639,43.1578,-102.8243
90605,42.426681,-82.984532
81568,42.288975,-71.063629
90306,39.214381,-76.071675
90308,39.5802,-75.8187
90307,39.5802,-75.8187
80326,38.976249,-75.80434
80221,38.894591,-76.947954
80445,40.595726,-73.769881
82370,38.973895,-77.013109
90548,39.178314,-76.850685
81227,44.315974,-69.817687
90249,31.561594,-91.403681
80131,38.889821,-90.180862
83860,39.286097,-89.887824
80625,37.414024,-79.141307
90623,34.123374,-117.300704
90389,33.871579,-117.920063
80727,43.514711,-96.718509
81415,46.78276,-92.103287
84946,44.95594,-93.130264
81432,44.161068,-94.006913
81433,45.124929,-95.021285
81434,46.363943,-94.178047
83557,44.959094,-93.265115
83980,29.961214,-90.014465
83057,38.248476,-85.777082
90456,30.402547,-91.126925
84444,29.951064,-90.0773
90535,34.366264,-89.571186
81109,34.061648,-118.31212
80904,41.467271,-82.157074
84222,41.366561,-82.106709
80443,40.781449,-73.097458
80680,40.816868,-73.253651
84247,37.009296,-86.436817
84940,25.849806,-80.193566
80703,37.944497,-86.769651
84278,36.003869,-86.591414
84537,30.476075,-90.479127
90279,39.953695,-75.153028
84773,35.825335,-80.252223
83949,46.497883,-84.348199
81703,32.331868,-86.234361
80976,20.887739,-156.502806
80973,21.449548,-158.190685
80977,21.974635,-159.366826
80978,,
80974,21.50008,-157.853592
80975,19.718214,-155.077723
80972,21.30984,-157.862883
82416,39.035521,-94.538428
81868,39.083717,-84.508297
84401,26.609091,-81.863666
83884,42.713148,-71.155647
90469,38.86461,-77.082977
82232,39.035944,-77.049975
82010,38.927655,-77.033165
81212,41.90982,-87.715403
81124,27.499314,-99.448179
90638,43.4467,-102.7145
80113,,
82538,30.232649,-92.005016
83071,41.587966,-85.828825
90649,41.682996,-85.971123
84051,40.863873,-73.630926
90501,43.009953,-88.228519
84555,40.761638,-74.188027
83736,48.756148,-122.482165
90099,33.875628,-117.924125
82557,34.056349,-118.322041
80370,38.833003,-77.210832
84045,47.236132,-93.53152
80169,35.9789,-83.910295
80983,35.975847,-83.908658
84194,41.880184,-87.754043
82169,35.167044,-78.97663
90214,29.694836,-95.126387
82130,42.662367,-77.054544
82125,37.774902,-87.111432
82124,37.327927,-87.500447
82123,36.86633,-87.488414
82126,37.079233,-88.617281
81018,36.959576,-86.448697
81213,38.177346,-84.901919
81685,44.541452,-69.635609
84484,36.920624,-83.930918
80885,42.279596,-85.587019
81462,38.643022,-90.229184
80187,35.506001,-78.336774
80316,42.507858,-83.223061
90658,42.372143,-82.945605
80296,29.965166,-90.190142
82220,31.846253,-81.59398
84951,44.375199,-98.213947
83633,37.285601,-76.733062
80057,30.334912,-81.667801
82224,30.328136,-81.659331
80899,42.436675,-76.499677
80988,40.225064,-74.765925
81385,39.743625,-75.554209
80997,39.956358,-75.206793
90182,40.027573,-75.21439
82154,30.216299,-90.920763
90056,41.023256,-75.298307
82212,,
80034,34.04625,-117.576187
90453,34.065768,-117.289923
90313,39.862397,-86.119192
80836,39.820226,-86.15229
82529,39.766692,-86.158111
80500,40.624357,-79.154999
82835,32.962837,-80.04352
82445,28.478194,-81.454927
80675,34.724871,-92.395444
84993,42.576976,-114.47958
84264,46.400544,-116.997321
84085,47.733805,-116.800569
83781,43.611048,-116.203856
84217,43.507845,-112.005338
90226,48.531996,-109.680933
83817,45.678974,-111.03699
83966,41.001451,-73.662033
83637,41.70464,-73.9251
84986,40.727874,-74.066846
90497,29.697177,-95.335375
80339,29.697165,-95.334231
82809,,
80708,37.238966,-107.877363
90079,42.560007,-84.835864
81166,43.075527,-88.010233
84998,42.727862,-87.784139
90441,39.080684,-108.49637
84061,43.009775,-88.229518
82306,26.78255,-80.08858
81327,40.005313,-75.706276
81648,40.884018,-74.558391
84325,40.752292,-73.991154
81255,36.166053,-95.991148
90300,38.662886,-90.325148
80342,38.662886,-90.325148
90435,45.417371,-122.730416
90486,38.804055,-76.98212
81510,42.034343,-87.76079
81971,41.486823,-87.050271
81941,39.745647,-75.548472
80471,32.730475,-97.336359
90644,41.027098,-80.353674
81068,40.697852,-80.29754
80354,37.542332,-77.435915
90014,39.140001,-77.183178
90013,39.179017,-77.267649
81843,38.968649,-76.953912
81985,40.866687,-73.36436
90342,26.14857,-80.203054
90504,36.07274,-79.790015
90343,26.617608,-80.180221
84470,26.029688,-80.249155
90506,26.030282,-80.24914
90154,25.473313,-80.47717
80035,32.337974,-90.211652
90031,41.179637,-73.189621
83876,41.058705,-73.53588
84754,26.191435,-81.76877
81330,41.238037,-75.873168
80216,38.921682,-77.039115
84195,36.086904,-79.77583
81103,32.767008,-97.30486
81970,45.201979,-123.168946
81795,,
84776,35.947338,-77.773872
82547,30.730838,-88.079844
81792,40.918356,-74.173225
81642,35.952035,-79.997043
82576,36.078422,-79.786705
81317,34.0264,-95.5467
80591,37.7206,-82.2028
80004,,
81407,41.650039,-70.312856
81931,36.992241,-86.448449
80757,28.463691,-81.399436
84558,40.645639,-73.976524
84339,28.033208,-82.459205
80155,39.046121,-95.692641
81711,38.937362,-95.258006
81338,,
90062,41.882089,-87.6255
82834,41.074616,-73.858963
83530,41.974484,-91.659343
84099,,
90309,34.153434,-84.817905
81406,33.765633,-84.437489
80268,37.966203,-87.566515
80279,38.733194,-86.471194
83811,46.877761,-114.018966
90524,35.080284,-106.649788
84055,35.657843,-105.992064
84879,40.423192,-86.850718
81252,47.555853,-122.283749
84949,37.273136,-107.880389
82001,39.955439,-83.097904
90058,40.821284,-74.218309
80964,28.842386,-81.683697
90580,33.751692,-117.875857
82314,38.9764,-79.8514
83631,36.845536,-76.287924
83707,42.894605,-78.83949
90204,39.286868,-76.634642
82826,38.946891,-76.862165
83943,32.833313,-83.631774
82456,42.943299,-85.667115
84177,41.532817,-81.54488
84916,33.769463,-118.193594
81069,39.411105,-76.357654
80908,39.130933,-84.499972
82457,41.608348,-93.626022
80903,43.049973,-76.161593
90631,42.199523,-72.616502
90324,26.017558,-80.204638
90666,33.467558,-86.830634
82424,40.660405,-73.645778
82152,39.999088,-75.132226
81530,42.82828,-102.990407
90538,30.003528,-91.817609
83461,36.945951,-81.088907
81278,,
81458,46.014,-112.534367
90637,,
82371,20.888112,-156.503044
82245,19.734177,-155.040928
82381,,
82582,21.316948,-157.859447
83762,21.315961,-157.861682
82367,40.827591,-73.937573
81790,40.808501,-73.9472
80331,39.536194,-76.349314
81847,39.355298,-76.558593
84780,30.304612,-89.383301
83904,,
90657,42.107896,-87.889814
90290,41.959418,-87.698635
82460,36.984259,-76.412523
80352,37.028472,-76.359386
80480,20.887035,-156.487649
83896,39.642849,-77.718647
84331,45.562715,-122.594157
82528,37.653878,-121.016459
90569,30.428561,-90.040861
90303,42.727581,-84.642516
90402,26.668583,-81.880854
90503,39.068354,-94.566548
90493,42.238416,-83.733146
90621,40.11621,-88.238442
90276,20.897878,-156.490729
90592,33.874902,-118.145526
90647,40.786826,-81.419457
90194,37.814993,-122.264578
80764,37.815156,-122.264707
90484,45.868918,-84.729108
83570,28.618464,-81.384536
82239,41.346178,-83.113274
90358,43.995959,-88.543393
84613,44.235909,-88.424358
90559,13.75,-144.8
83606,40.698929,-73.915556
84493,35.605022,-77.381915
81745,34.840245,-82.402538
82185,36.086689,-79.775971
84871,42.49606,-83.410233
84260,41.160346,-104.786091
84240,42.98905,-71.468803
83861,42.49606,-83.410233
83515,41.694683,-86.185447
83239,43.076481,-89.531846
83235,40.749404,-73.986396
83224,33.382232,-111.939614
80820,41.882325,-87.637264
80607,,
80571,42.759176,-84.487237
80574,42.381702,-83.110268
90542,39.921085,-75.002828
90541,39.953103,-75.16794
90440,35.538798,-97.591743
90070,27.944863,-82.529409
90088,30.338879,-81.548132
90093,29.485935,-98.56695
90095,39.705969,-104.933229
90134,41.234074,-96.03766
90157,39.776841,-84.0609
90168,32.839858,-83.640744
90171,36.155253,-86.765579
90348,36.165189,-115.172311
90350,32.717636,-117.156318
90351,33.859765,-117.901087
90436,46.380661,-116.995704
90398,38.908672,-76.837348
81147,38.92689,-77.032244
82771,41.781094,-87.722536
90253,40.60942,-73.938217
83902,33.434492,-112.082699
84929,40.02641,-75.13269
80599,39.068429,-94.56466
80092,42.126598,-80.083631
90628,41.627979,-93.578651
90459,38.024364,-78.483254
84293,40.890769,-74.039449
90318,48.094484,-105.638622
83151,41.968901,-87.655256
80310,42.949117,-85.649518
90236,40.026963,-75.084829
90604,35.945261,-86.80539
82032,28.81052,-81.264479
81610,44.534325,-72.004322
90274,33.855256,-84.361181
81208,33.828162,-84.340961
81543,40.123686,-75.332657
90515,43.026834,-83.684661
90000,31.781995,-106.390813
90509,33.497667,-86.793775
84557,39.314174,-76.67681
84870,40.302563,-74.303428
80624,42.254466,-73.79122
83045,38.234361,-83.502506
82487,44.650208,-73.71578
90520,36.768376,-119.781338
83797,35.226283,-90.002889
84693,36.33737,-78.409584
90186,42.589244,-72.530729
84455,30.280456,-97.718323
83879,44.899629,-68.683665
82793,,
83138,,
80078,38.694733,-75.386714
84016,38.651784,-77.306147
84156,36.150876,-80.278081
80180,36.150876,-80.278081
80185,32.833485,-96.774806
90635,42.328354,-71.081979
82046,29.775967,-95.326796
80093,39.904559,-79.725504
90611,41.684904,-87.643029
90164,31.535328,-83.843992
82911,42.330002,-83.04711
83891,34.676853,-86.576427
81626,29.965051,-90.072981
81088,42.501026,-92.366262
81285,32.270465,-110.943977
82188,41.205395,-95.96746
80556,41.281362,-95.947024
81537,41.258562,-95.850895
80776,30.327655,-81.657039
