State Weekly Claims for Unemplyment Insurance Data Not Seasonally Adjusted,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,,,
Delaware,3/10/1990,603,3/3/1990,"5,516","330,669",1.67,,,
Delaware,3/17/1990,551,3/10/1990,"5,100","330,669",1.54,,,
Delaware,3/24/1990,633,3/17/1990,"4,723","330,669",1.43,,,
Delaware,3/31/1990,504,3/24/1990,"4,613","330,669",1.4,,,
Delaware,4/7/1990,"2,607",3/31/1990,"4,207","332,867",1.26,,,
Delaware,4/14/1990,722,4/7/1990,"5,698","332,867",1.71,,,
Delaware,4/21/1990,870,4/14/1990,"4,350","332,867",1.31,,,
Delaware,4/28/1990,572,4/21/1990,"4,060","332,867",1.22,,,
Delaware,5/5/1990,595,4/28/1990,"3,880","332,867",1.17,,,
Delaware,5/12/1990,534,5/5/1990,"3,376","332,867",1.01,,,
Delaware,5/19/1990,549,5/12/1990,"3,290","332,867",0.99,,,
Delaware,5/26/1990,527,5/19/1990,"3,287","332,867",0.99,,,
Delaware,6/2/1990,525,5/26/1990,"2,989","332,867",0.9,,,
Delaware,6/9/1990,678,6/2/1990,"3,211","332,867",0.96,,,
Delaware,6/16/1990,861,6/9/1990,"3,110","332,867",0.93,,,
Delaware,6/23/1990,681,6/16/1990,"3,452","332,867",1.04,,,
Delaware,6/30/1990,498,6/23/1990,"3,570","332,867",1.07,,,
Delaware,7/7/1990,779,6/30/1990,"3,315","334,813",0.99,,,
Delaware,7/14/1990,"2,405",7/7/1990,"4,039","334,813",1.21,,,
Delaware,7/21/1990,725,7/14/1990,"5,496","334,813",1.64,,,
Delaware,7/28/1990,671,7/21/1990,"5,442","334,813",1.63,,,
Delaware,8/4/1990,"2,584",7/28/1990,"4,002","334,813",1.2,,,
Delaware,8/11/1990,861,8/4/1990,"5,487","334,813",1.64,,,
Delaware,8/18/1990,624,8/11/1990,"4,153","334,813",1.24,,,
Delaware,8/25/1990,680,8/18/1990,"3,857","334,813",1.15,,,
Delaware,9/1/1990,640,8/25/1990,"3,898","334,813",1.16,,,
Delaware,9/8/1990,611,9/1/1990,"3,369","334,813",1.01,,,
Delaware,9/15/1990,600,9/8/1990,"3,600","334,813",1.08,,,
Delaware,9/22/1990,604,9/15/1990,"3,301","334,813",0.99,,,
Delaware,9/29/1990,618,9/22/1990,"3,595","334,813",1.07,,,
Delaware,10/6/1990,631,9/29/1990,"3,513","336,556",1.04,,,
Delaware,10/13/1990,693,10/6/1990,"3,235","336,556",0.96,,,
Delaware,10/20/1990,800,10/13/1990,"3,696","336,556",1.1,,,
Delaware,10/27/1990,785,10/20/1990,"3,812","336,556",1.13,,,
Delaware,11/3/1990,858,10/27/1990,"4,231","336,556",1.26,,,
Delaware,11/10/1990,"2,917",11/3/1990,"3,849","336,556",1.14,,,
Delaware,11/17/1990,"1,089",11/10/1990,"6,072","336,556",1.8,,,
Delaware,11/24/1990,739,11/17/1990,"6,052","336,556",1.8,,,
Delaware,12/1/1990,968,11/24/1990,"6,706","336,556",1.99,,,
Delaware,12/8/1990,"1,019",12/1/1990,"5,464","336,556",1.62,,,
Delaware,12/15/1990,"2,685",12/8/1990,"5,745","336,556",1.71,,,
Delaware,12/22/1990,"1,079",12/15/1990,"7,534","336,556",2.24,,,
Delaware,12/29/1990,"1,495",12/22/1990,"7,067","336,556",2.1,,,
Delaware,1/5/1991,"1,312",12/29/1990,"6,209","337,764",1.84,,,
Delaware,1/12/1991,"1,894",1/5/1991,"7,400","337,764",2.19,,,
Delaware,1/19/1991,"1,568",1/12/1991,"8,402","337,764",2.49,,,
Delaware,1/26/1991,"1,280",1/19/1991,"8,047","337,764",2.38,,,
Delaware,2/2/1991,"1,304",1/26/1991,"9,373","337,764",2.78,,,
Delaware,2/9/1991,"3,236",2/2/1991,"9,441","337,764",2.8,,,
Delaware,2/16/1991,"3,010",2/9/1991,"10,921","337,764",3.23,,,
Delaware,2/23/1991,"1,133",2/16/1991,"12,388","337,764",3.67,,,
Delaware,3/2/1991,946,2/23/1991,"11,798","337,764",3.49,,,
Delaware,3/9/1991,"2,669",3/2/1991,"9,300","337,764",2.75,,,
Delaware,3/16/1991,795,3/9/1991,"10,146","337,764",3,,,
Delaware,3/23/1991,"2,825",3/16/1991,"8,675","337,764",2.57,,,
Delaware,3/30/1991,703,3/23/1991,"9,663","337,764",2.86,,,
Delaware,4/6/1991,"1,023",3/30/1991,"10,518","338,543",3.11,,,
Delaware,4/13/1991,"2,569",4/6/1991,"9,919","338,543",2.93,,,
Delaware,4/20/1991,820,4/13/1991,"11,281","338,543",3.33,,,
Delaware,4/27/1991,840,4/20/1991,"9,069","338,543",2.68,,,
Delaware,5/4/1991,782,4/27/1991,"7,175","338,543",2.12,,,
Delaware,5/11/1991,"2,529",5/4/1991,"6,363","338,543",1.88,,,
Delaware,5/18/1991,"1,005",5/11/1991,"8,244","338,543",2.44,,,
Delaware,5/25/1991,689,5/18/1991,"6,173","338,543",1.82,,,
Delaware,6/1/1991,632,5/25/1991,"5,666","338,543",1.67,,,
Delaware,6/8/1991,777,6/1/1991,"5,942","338,543",1.76,,,
Delaware,6/15/1991,957,6/8/1991,"5,992","338,543",1.77,,,
Delaware,6/22/1991,816,6/15/1991,"6,182","338,543",1.83,,,
Delaware,6/29/1991,757,6/22/1991,"6,526","338,543",1.93,,,
Delaware,7/6/1991,809,6/29/1991,"5,659","337,885",1.67,,,
Delaware,7/13/1991,912,7/6/1991,"6,379","337,885",1.89,,,
Delaware,7/20/1991,"4,364",7/13/1991,"6,456","337,885",1.91,,,
Delaware,7/27/1991,964,7/20/1991,"9,601","337,885",2.84,,,
Delaware,8/3/1991,967,7/27/1991,"9,617","337,885",2.85,,,
Delaware,8/10/1991,951,8/3/1991,"9,866","337,885",2.92,,,
Delaware,8/17/1991,729,8/10/1991,"10,016","337,885",2.96,,,
Delaware,8/24/1991,669,8/17/1991,"8,522","337,885",2.52,,,
Delaware,8/31/1991,647,8/24/1991,"7,960","337,885",2.36,,,
Delaware,9/7/1991,569,8/31/1991,"7,828","337,885",2.32,,,
Delaware,9/14/1991,735,9/7/1991,"6,226","337,885",1.84,,,
Delaware,9/21/1991,663,9/14/1991,"5,521","337,885",1.63,,,
Delaware,9/28/1991,766,9/21/1991,"5,456","337,885",1.61,,,
Delaware,10/5/1991,768,9/28/1991,"5,340","336,893",1.59,,,
Delaware,10/12/1991,868,10/5/1991,"5,343","336,554",1.59,,,
Delaware,10/19/1991,659,10/12/1991,"5,165","336,554",1.53,,,
Delaware,10/26/1991,802,10/19/1991,"5,643","336,554",1.68,,,
Delaware,11/2/1991,966,10/26/1991,"5,411","336,554",1.61,,,
Delaware,11/9/1991,"1,156",11/2/1991,"5,764","336,554",1.71,,,
Delaware,11/16/1991,"1,051",11/9/1991,"5,814","336,554",1.73,,,
Delaware,11/23/1991,"1,335",11/16/1991,"6,901","336,554",2.05,,,
Delaware,11/30/1991,604,11/23/1991,"5,439","336,554",1.62,,,
Delaware,12/7/1991,"1,307",11/30/1991,"7,538","336,554",2.24,,,
Delaware,12/14/1991,"1,122",12/7/1991,"7,803","336,554",2.32,,,
Delaware,12/21/1991,"1,089",12/14/1991,"7,963","336,554",2.37,,,
Delaware,12/28/1991,"1,589",12/21/1991,"7,054","336,554",2.1,,,
Delaware,1/4/1992,"1,119",12/28/1991,"7,845","334,698",2.34,,,
Delaware,1/11/1992,"1,498",1/4/1992,"9,420","334,698",2.81,,,
Delaware,1/18/1992,"3,269",1/11/1992,"9,495","334,698",2.84,,,
Delaware,1/25/1992,"1,150",1/18/1992,"11,320","334,698",3.38,,,
Delaware,2/1/1992,"1,058",1/25/1992,"11,246","334,698",3.36,,,
Delaware,2/8/1992,"2,964",2/1/1992,"10,099","334,698",3.02,,,
Delaware,2/15/1992,964,2/8/1992,"12,414","334,698",3.71,,,
Delaware,2/22/1992,"2,948",2/15/1992,"9,817","334,698",2.93,,,
Delaware,2/29/1992,966,2/22/1992,"12,443","334,698",3.72,,,
Delaware,3/7/1992,851,2/29/1992,"12,118","334,698",3.62,,,
Delaware,3/14/1992,904,3/7/1992,"10,079","334,698",3.01,,,
Delaware,3/21/1992,"2,668",3/14/1992,"10,073","334,698",3.01,,,
Delaware,3/28/1992,795,3/21/1992,"11,447","334,698",3.42,,,
Delaware,4/4/1992,634,3/28/1992,"9,563","332,380",2.88,,,
Delaware,4/11/1992,740,4/4/1992,"8,776","332,380",2.64,,,
Delaware,4/18/1992,544,4/11/1992,"7,521","332,380",2.26,,,
Delaware,4/25/1992,"1,061",4/18/1992,"8,845","332,380",2.66,,,
Delaware,5/2/1992,681,4/25/1992,"8,223","332,380",2.47,,,
Delaware,5/9/1992,700,5/2/1992,"7,912","332,380",2.38,,,
Delaware,5/16/1992,737,5/9/1992,"7,721","332,380",2.32,,,
Delaware,5/23/1992,722,5/16/1992,"7,235","332,380",2.18,,,
Delaware,5/30/1992,485,5/23/1992,"6,354","332,380",1.91,,,
Delaware,6/6/1992,730,5/30/1992,"6,496","332,380",1.95,,,
Delaware,6/13/1992,"1,010",6/6/1992,"6,624","332,380",1.99,,,
Delaware,6/20/1992,779,6/13/1992,"6,974","332,380",2.1,,,
Delaware,6/27/1992,683,6/20/1992,"7,053","332,380",2.12,,,
Delaware,7/4/1992,632,6/27/1992,"5,986","331,476",1.81,,,
Delaware,7/11/1992,910,7/4/1992,"5,763","331,476",1.74,,,
Delaware,7/18/1992,844,7/11/1992,"6,993","331,476",2.11,,,
Delaware,7/25/1992,"3,051",7/18/1992,"7,070","331,476",2.13,,,
Delaware,8/1/1992,"1,810",7/25/1992,"10,185","331,476",3.07,,,
Delaware,8/8/1992,874,8/1/1992,"10,759","331,476",3.25,,,
Delaware,8/15/1992,705,8/8/1992,"8,621","331,476",2.6,,,
Delaware,8/22/1992,650,8/15/1992,"6,830","331,476",2.06,,,
Delaware,8/29/1992,"2,259",8/22/1992,"6,266","331,476",1.89,,,
Delaware,9/5/1992,933,8/29/1992,"8,065","331,476",2.43,,,
Delaware,9/12/1992,552,9/5/1992,"5,800","331,476",1.75,,,
Delaware,9/19/1992,"2,664",9/12/1992,"5,475","331,476",1.65,,,
Delaware,9/26/1992,723,9/19/1992,"7,493","331,476",2.26,,,
Delaware,10/3/1992,705,9/26/1992,"5,659","331,476",1.71,,,
Delaware,10/10/1992,825,10/3/1992,"5,150","329,911",1.56,,,
Delaware,10/17/1992,"2,539",10/10/1992,"5,232","329,911",1.59,,,
Delaware,10/24/1992,830,10/17/1992,"7,180","329,911",2.18,,,
Delaware,10/31/1992,736,10/24/1992,"5,970","329,911",1.81,,,
Delaware,11/7/1992,948,10/31/1992,"5,450","329,911",1.65,,,
Delaware,11/14/1992,794,11/7/1992,"5,109","329,911",1.55,,,
Delaware,11/21/1992,958,11/14/1992,"5,874","329,911",1.78,,,
Delaware,11/28/1992,623,11/21/1992,"4,750","329,911",1.44,,,
Delaware,12/5/1992,"2,797",11/28/1992,"7,166","329,911",2.17,,,
Delaware,12/12/1992,908,12/5/1992,"8,426","329,911",2.55,,,
Delaware,12/19/1992,800,12/12/1992,"6,778","329,911",2.05,,,
Delaware,12/26/1992,"1,025",12/19/1992,"5,776","329,911",1.75,,,
Delaware,1/2/1993,"1,530",12/26/1992,"6,125","329,911",1.86,,,
Delaware,1/9/1993,"3,552",1/2/1993,"8,102","330,319",2.45,,,
Delaware,1/16/1993,"1,388",1/9/1993,"10,025","330,319",3.03,,,
Delaware,1/23/1993,872,1/16/1993,"8,450","330,319",2.56,,,
Delaware,1/30/1993,975,1/23/1993,"8,109","330,319",2.45,,,
Delaware,2/6/1993,"2,860",1/30/1993,"7,869","330,319",2.38,,,
Delaware,2/13/1993,907,2/6/1993,"9,887","330,319",2.99,,,
Delaware,2/20/1993,711,2/13/1993,"7,541","330,319",2.28,,,
Delaware,2/27/1993,938,2/20/1993,"8,585","330,319",2.6,,,
Delaware,3/6/1993,"2,124",2/27/1993,"8,264","330,319",2.5,,,
Delaware,3/13/1993,801,3/6/1993,"8,938","330,319",2.71,,,
Delaware,3/20/1993,877,3/13/1993,"7,434","330,319",2.25,,,
Delaware,3/27/1993,729,3/20/1993,"8,280","330,319",2.51,,,
Delaware,4/3/1993,636,3/27/1993,"7,539","330,319",2.28,,,
Delaware,4/10/1993,665,4/3/1993,"6,537","330,636",1.98,,,
Delaware,4/17/1993,986,4/10/1993,"6,882","330,636",2.08,,,
Delaware,4/24/1993,654,4/17/1993,"6,898","330,636",2.09,,,
Delaware,5/1/1993,628,4/24/1993,"6,165","330,636",1.86,,,
Delaware,5/8/1993,759,5/1/1993,"5,605","330,636",1.7,,,
Delaware,5/15/1993,521,5/8/1993,"5,998","330,636",1.81,,,
Delaware,5/22/1993,609,5/15/1993,"5,555","330,636",1.68,,,
Delaware,5/29/1993,681,5/22/1993,"5,693","330,636",1.72,,,
Delaware,6/5/1993,645,5/29/1993,"5,498","330,636",1.66,,,
Delaware,6/12/1993,582,6/5/1993,"5,788","330,636",1.75,,,
Delaware,6/19/1993,"2,215",6/12/1993,"5,442","330,636",1.65,,,
Delaware,6/26/1993,"1,098",6/19/1993,"7,152","330,636",2.16,,,
Delaware,7/3/1993,672,6/26/1993,"7,472","330,636",2.26,,,
Delaware,7/10/1993,742,7/3/1993,"6,843","330,635",2.07,,,
Delaware,7/17/1993,741,7/10/1993,"6,392","330,635",1.93,,,
Delaware,7/24/1993,"2,457",7/17/1993,"6,413","330,635",1.94,,,
Delaware,7/31/1993,701,7/24/1993,"8,047","330,635",2.43,,,
Delaware,8/7/1993,628,7/31/1993,"7,960","330,635",2.41,,,
Delaware,8/14/1993,594,8/7/1993,"6,074","330,635",1.84,,,
Delaware,8/21/1993,550,8/14/1993,"5,902","330,635",1.79,,,
Delaware,8/28/1993,602,8/21/1993,"5,781","330,635",1.75,,,
Delaware,9/4/1993,686,8/28/1993,"6,151","330,635",1.86,,,
Delaware,9/11/1993,485,9/4/1993,"5,709","330,635",1.73,,,
Delaware,9/18/1993,571,9/11/1993,"5,444","330,635",1.65,,,
Delaware,9/25/1993,"1,877",9/18/1993,"5,453","330,635",1.65,,,
Delaware,10/2/1993,604,9/25/1993,"6,310","330,635",1.91,,,
Delaware,10/9/1993,771,10/2/1993,"6,024","331,517",1.82,,,
Delaware,10/16/1993,677,10/9/1993,"5,028","331,517",1.52,,,
Delaware,10/23/1993,783,10/16/1993,"5,572","331,517",1.68,,,
Delaware,10/30/1993,601,10/23/1993,"5,773","331,517",1.74,,,
Delaware,11/6/1993,888,10/30/1993,"5,813","331,517",1.75,,,
Delaware,11/13/1993,785,11/6/1993,"5,763","331,517",1.74,,,
Delaware,11/20/1993,903,11/13/1993,"6,530","331,517",1.97,,,
Delaware,11/27/1993,576,11/20/1993,"5,099","331,517",1.54,,,
Delaware,12/4/1993,983,11/27/1993,"7,319","331,517",2.21,,,
Delaware,12/11/1993,837,12/4/1993,"7,252","331,517",2.19,,,
Delaware,12/18/1993,805,12/11/1993,"7,079","331,517",2.14,,,
Delaware,12/25/1993,903,12/18/1993,"6,898","331,517",2.08,,,
Delaware,1/1/1994,"1,308",12/25/1993,"6,377","331,517",1.92,,,
Delaware,1/8/1994,"1,933",1/1/1994,"8,953","332,467",2.69,,,
Delaware,1/15/1994,"1,331",1/8/1994,"8,716","332,467",2.62,,,
Delaware,1/22/1994,"1,375",1/15/1994,"8,386","332,467",2.52,,,
Delaware,1/29/1994,"1,323",1/22/1994,"10,320","332,467",3.1,,,
Delaware,2/5/1994,"1,026",1/29/1994,"10,236","332,467",3.08,,,
Delaware,2/12/1994,682,2/5/1994,"9,059","332,467",2.72,,,
Delaware,2/19/1994,993,2/12/1994,"10,758","332,467",3.24,,,
Delaware,2/26/1994,898,2/19/1994,"10,091","332,467",3.04,,,
Delaware,3/5/1994,730,2/26/1994,"10,236","332,467",3.08,,,
Delaware,3/12/1994,763,3/5/1994,"10,207","332,467",3.07,,,
Delaware,3/19/1994,554,3/12/1994,"9,477","332,467",2.85,,,
Delaware,3/26/1994,560,3/19/1994,"9,096","332,467",2.74,,,
Delaware,4/2/1994,612,3/26/1994,"8,107","332,467",2.44,,,
Delaware,4/9/1994,"1,090",4/2/1994,"7,438","333,742",2.23,,,
Delaware,4/16/1994,688,4/9/1994,"7,991","333,742",2.39,,,
Delaware,4/23/1994,563,4/16/1994,"7,286","333,742",2.18,,,
Delaware,4/30/1994,565,4/23/1994,"6,660","333,742",2,,,
Delaware,5/7/1994,585,4/30/1994,"6,715","333,742",2.01,,,
Delaware,5/14/1994,658,5/7/1994,"6,068","333,742",1.82,,,
Delaware,5/21/1994,563,5/14/1994,"6,404","333,742",1.92,,,
Delaware,5/28/1994,433,5/21/1994,"5,863","333,742",1.76,,,
Delaware,6/4/1994,655,5/28/1994,"5,707","333,742",1.71,,,
Delaware,6/11/1994,511,6/4/1994,"5,855","333,742",1.75,,,
Delaware,6/18/1994,606,6/11/1994,"5,594","333,742",1.68,,,
Delaware,6/25/1994,841,6/18/1994,"5,512","333,742",1.65,,,
Delaware,7/2/1994,532,6/25/1994,"5,649","333,742",1.69,,,
Delaware,7/9/1994,"1,028",7/2/1994,"5,216","334,968",1.56,,,
Delaware,7/16/1994,"2,372",7/9/1994,"5,787","334,968",1.73,,,
Delaware,7/23/1994,816,7/16/1994,"7,606","334,968",2.27,,,
Delaware,7/30/1994,561,7/23/1994,"7,295","334,968",2.18,,,
Delaware,8/6/1994,625,7/30/1994,"6,117","334,968",1.83,,,
Delaware,8/13/1994,580,8/6/1994,"5,622","334,968",1.68,,,
Delaware,8/20/1994,550,8/13/1994,"5,465","334,968",1.63,,,
Delaware,8/27/1994,478,8/20/1994,"5,068","334,968",1.51,,,
Delaware,9/3/1994,543,8/27/1994,"5,198","334,968",1.55,,,
Delaware,9/10/1994,515,9/3/1994,"4,733","334,968",1.41,,,
Delaware,9/17/1994,507,9/10/1994,"5,155","334,968",1.54,,,
Delaware,9/24/1994,497,9/17/1994,"4,482","334,968",1.34,,,
Delaware,10/1/1994,506,9/24/1994,"4,117","334,968",1.23,,,
Delaware,10/8/1994,687,10/1/1994,"4,218","336,335",1.25,,,
Delaware,10/15/1994,538,10/8/1994,"4,106","336,335",1.22,,,
Delaware,10/22/1994,744,10/15/1994,"4,293","336,335",1.28,,,
Delaware,10/29/1994,574,10/22/1994,"4,263","336,335",1.27,,,
Delaware,11/5/1994,767,10/29/1994,"4,389","336,335",1.3,,,
Delaware,11/12/1994,532,11/5/1994,"3,966","336,335",1.18,,,
Delaware,11/19/1994,687,11/12/1994,"4,858","336,335",1.44,,,
Delaware,11/26/1994,653,11/19/1994,"4,278","336,335",1.27,,,
Delaware,12/3/1994,901,11/26/1994,"5,467","336,335",1.63,,,
Delaware,12/10/1994,730,12/3/1994,"5,307","336,335",1.58,,,
Delaware,12/17/1994,860,12/10/1994,"4,996","336,335",1.49,,,
Delaware,12/24/1994,720,12/17/1994,"5,670","336,335",1.69,,,
Delaware,12/31/1994,"1,587",12/24/1994,"5,530","336,335",1.64,,,
Delaware,1/7/1995,"1,554",12/31/1994,"6,568","337,672",1.95,,,
Delaware,1/14/1995,"1,402",1/7/1995,"7,388","337,672",2.19,,,
Delaware,1/21/1995,846,1/14/1995,"7,261","337,672",2.15,,,
Delaware,1/28/1995,839,1/21/1995,"7,561","337,672",2.24,,,
Delaware,2/4/1995,802,1/28/1995,"7,434","337,672",2.2,,,
Delaware,2/11/1995,"1,065",2/4/1995,"7,393","337,672",2.19,,,
Delaware,2/18/1995,918,2/11/1995,"7,474","337,672",2.21,,,
Delaware,2/25/1995,653,2/18/1995,"7,583","337,672",2.25,,,
Delaware,3/4/1995,771,2/25/1995,"7,563","337,672",2.24,,,
Delaware,3/11/1995,648,3/4/1995,"7,605","337,672",2.25,,,
Delaware,3/18/1995,577,3/11/1995,"6,993","337,672",2.07,,,
Delaware,3/25/1995,572,3/18/1995,"6,960","337,672",2.06,,,
Delaware,4/1/1995,506,3/25/1995,"6,681","337,672",1.98,,,
Delaware,4/8/1995,"2,467",4/1/1995,"6,028","339,193",1.78,,,
Delaware,4/15/1995,671,4/8/1995,"7,341","339,193",2.16,,,
Delaware,4/22/1995,977,4/15/1995,"5,952","339,193",1.75,,,
Delaware,4/29/1995,579,4/22/1995,"5,966","339,193",1.76,,,
Delaware,5/6/1995,"2,489",4/29/1995,"5,280","339,193",1.56,,,
Delaware,5/13/1995,627,5/6/1995,"7,095","339,193",2.09,,,
Delaware,5/20/1995,638,5/13/1995,"5,415","339,193",1.6,,,
Delaware,5/27/1995,672,5/20/1995,"4,969","339,193",1.46,,,
Delaware,6/3/1995,533,5/27/1995,"4,772","339,193",1.41,,,
Delaware,6/10/1995,550,6/3/1995,"5,344","339,193",1.58,,,
Delaware,6/17/1995,"2,612",6/10/1995,"4,937","339,193",1.46,,,
Delaware,6/24/1995,713,6/17/1995,"6,894","339,193",2.03,,,
Delaware,7/1/1995,665,6/24/1995,"5,669","339,193",1.67,,,
Delaware,7/8/1995,"1,342",7/1/1995,"5,156","339,193",1.52,,,
Delaware,7/15/1995,822,7/8/1995,"6,153","342,056",1.8,,,
Delaware,7/22/1995,"2,382",7/15/1995,"6,247","342,056",1.83,,,
Delaware,7/29/1995,776,7/22/1995,"7,581","342,056",2.22,,,
Delaware,8/5/1995,635,7/29/1995,"6,455","342,056",1.89,,,
Delaware,8/12/1995,645,8/5/1995,"6,306","342,056",1.84,,,
Delaware,8/19/1995,"1,162",8/12/1995,"5,597","342,056",1.64,,,
Delaware,8/26/1995,571,8/19/1995,"6,327","342,056",1.85,,,
Delaware,9/2/1995,"1,368",8/26/1995,"6,044","342,056",1.77,,,
Delaware,9/9/1995,592,9/2/1995,"6,096","342,056",1.78,,,
Delaware,9/16/1995,"1,255",9/9/1995,"6,092","342,056",1.78,,,
Delaware,9/23/1995,659,9/16/1995,"5,761","342,056",1.68,,,
Delaware,9/30/1995,"1,307",9/23/1995,"5,632","342,056",1.65,,,
Delaware,10/7/1995,687,9/30/1995,"5,835","342,056",1.71,,,
Delaware,10/14/1995,"1,183",10/7/1995,"5,621","345,242",1.63,,,
Delaware,10/21/1995,711,10/14/1995,"5,579","345,242",1.62,,,
Delaware,10/28/1995,"1,374",10/21/1995,"5,542","345,242",1.61,,,
Delaware,11/4/1995,857,10/28/1995,"5,806","345,242",1.68,,,
Delaware,11/11/1995,"1,379",11/4/1995,"5,492","345,242",1.59,,,
Delaware,11/18/1995,985,11/11/1995,"6,395","345,242",1.85,,,
Delaware,11/25/1995,594,11/18/1995,"5,684","345,242",1.65,,,
Delaware,12/2/1995,"1,749",11/25/1995,"7,444","345,242",2.16,,,
Delaware,12/9/1995,"1,498",12/2/1995,"6,959","345,242",2.02,,,
Delaware,12/16/1995,"1,088",12/9/1995,"7,003","345,242",2.03,,,
Delaware,12/23/1995,"2,026",12/16/1995,"7,318","345,242",2.12,,,
Delaware,12/30/1995,"1,767",12/23/1995,"7,444","345,242",2.16,,,
Delaware,1/6/1996,"1,452",12/30/1995,"8,849","345,242",2.56,,,
Delaware,1/13/1996,"2,468",1/6/1996,"7,470","347,968",2.15,,,
Delaware,1/20/1996,"2,512",1/13/1996,"12,238","347,968",3.52,,,
Delaware,1/27/1996,"1,241",1/20/1996,"11,644","347,968",3.35,,,
Delaware,2/3/1996,812,1/27/1996,"10,266","347,968",2.95,,,
Delaware,2/10/1996,"1,805",2/3/1996,"10,309","347,968",2.96,,,
Delaware,2/17/1996,691,2/10/1996,"9,248","347,968",2.66,,,
Delaware,2/24/1996,"1,328",2/17/1996,"9,760","347,968",2.8,,,
Delaware,3/2/1996,"1,404",2/24/1996,"9,651","347,968",2.77,,,
Delaware,3/9/1996,"1,548",3/2/1996,"9,947","347,968",2.86,,,
Delaware,3/16/1996,"1,848",3/9/1996,"9,937","347,968",2.86,,,
Delaware,3/23/1996,"1,811",3/16/1996,"9,960","347,968",2.86,,,
Delaware,3/30/1996,"1,350",3/23/1996,"10,509","347,968",3.02,,,
Delaware,4/6/1996,499,3/30/1996,"8,875","347,968",2.55,,,
Delaware,4/13/1996,"1,181",4/6/1996,"7,018","350,750",2,,,
Delaware,4/20/1996,"1,307",4/13/1996,"6,857","350,750",1.95,,,
Delaware,4/27/1996,"1,153",4/20/1996,"6,924","350,750",1.97,,,
Delaware,5/4/1996,524,4/27/1996,"6,626","350,750",1.89,,,
Delaware,5/11/1996,"1,372",5/4/1996,"6,435","350,750",1.83,,,
Delaware,5/18/1996,553,5/11/1996,"6,353","350,750",1.81,,,
Delaware,5/25/1996,"1,277",5/18/1996,"5,939","350,750",1.69,,,
Delaware,6/1/1996,580,5/25/1996,"5,646","350,750",1.61,,,
Delaware,6/8/1996,"1,321",6/1/1996,"5,563","350,750",1.59,,,
Delaware,6/15/1996,535,6/8/1996,"5,839","350,750",1.66,,,
Delaware,6/22/1996,"1,329",6/15/1996,"5,581","350,750",1.59,,,
Delaware,6/29/1996,645,6/22/1996,"5,762","350,750",1.64,,,
Delaware,7/6/1996,"1,078",6/29/1996,"5,574","350,750",1.59,,,
Delaware,7/13/1996,"2,138",7/6/1996,"5,757","352,957",1.63,,,
Delaware,7/20/1996,618,7/13/1996,"7,717","352,957",2.19,,,
Delaware,7/27/1996,"1,656",7/20/1996,"6,302","352,957",1.79,,,
Delaware,8/3/1996,663,7/27/1996,"8,239","352,957",2.33,,,
Delaware,8/10/1996,552,8/3/1996,"7,050","352,957",2,,,
Delaware,8/17/1996,"2,195",8/10/1996,"7,241","352,957",2.05,,,
Delaware,8/24/1996,631,8/17/1996,"8,040","352,957",2.28,,,
Delaware,8/31/1996,477,8/24/1996,"8,632","352,957",2.45,,,
Delaware,9/7/1996,481,8/31/1996,"8,063","352,957",2.28,,,
Delaware,9/14/1996,654,9/7/1996,"7,529","352,957",2.13,,,
Delaware,9/21/1996,528,9/14/1996,"7,917","352,957",2.24,,,
Delaware,9/28/1996,607,9/21/1996,"7,773","352,957",2.2,,,
Delaware,10/5/1996,714,9/28/1996,"7,488","352,957",2.12,,,
Delaware,10/12/1996,831,10/5/1996,"7,796","354,059",2.2,,,
Delaware,10/19/1996,695,10/12/1996,"7,375","354,059",2.08,,,
Delaware,10/26/1996,742,10/19/1996,"8,043","354,059",2.27,,,
Delaware,11/2/1996,625,10/26/1996,"7,382","354,059",2.08,,,
Delaware,11/9/1996,779,11/2/1996,"7,469","354,059",2.11,,,
Delaware,11/16/1996,755,11/9/1996,"7,387","354,059",2.09,,,
Delaware,11/23/1996,772,11/16/1996,"7,950","354,059",2.25,,,
Delaware,11/30/1996,541,11/23/1996,"7,220","354,059",2.04,,,
Delaware,12/7/1996,898,11/30/1996,"7,989","354,059",2.26,,,
Delaware,12/14/1996,728,12/7/1996,"7,588","354,059",2.14,,,
Delaware,12/21/1996,"1,098",12/14/1996,"8,083","354,059",2.28,,,
Delaware,12/28/1996,"1,301",12/21/1996,"7,290","354,059",2.06,,,
Delaware,1/4/1997,953,12/28/1996,"8,955","354,059",2.53,,,
Delaware,1/11/1997,"1,451",1/4/1997,"9,387","357,129",2.63,,,
Delaware,1/18/1997,"1,230",1/11/1997,"9,244","357,129",2.59,,,
Delaware,1/25/1997,884,1/18/1997,"9,380","357,129",2.63,,,
Delaware,2/1/1997,842,1/25/1997,"8,990","357,129",2.52,,,
Delaware,2/8/1997,852,2/1/1997,"8,568","357,129",2.4,,,
Delaware,2/15/1997,655,2/8/1997,"8,549","357,129",2.39,,,
Delaware,2/22/1997,538,2/15/1997,"8,015","357,129",2.24,,,
Delaware,3/1/1997,610,2/22/1997,"8,185","357,129",2.29,,,
