State Weekly Claims for Unemplyment Insurance Data Not Seasonally Adjusted,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,,,
Alabama,1/3/1987,"16,309",12/27/1986,"58,766","1,342,115",4.38,,,
Alabama,1/10/1987,"21,203",1/3/1987,"69,428","1,351,706",5.14,,,
Alabama,1/17/1987,"17,409",1/10/1987,"65,076","1,351,706",4.81,,,
Alabama,1/24/1987,"8,839",1/17/1987,"48,737","1,351,706",3.61,,,
Alabama,1/31/1987,"7,272",1/24/1987,"47,427","1,351,706",3.51,,,
Alabama,2/7/1987,"7,272",1/31/1987,"47,427","1,351,706",3.51,,,
Alabama,2/14/1987,"8,633",2/7/1987,"48,711","1,351,706",3.6,,,
Alabama,2/21/1987,"6,499",2/14/1987,"45,558","1,351,706",3.37,,,
Alabama,2/28/1987,"6,354",2/21/1987,"45,995","1,351,706",3.4,,,
Alabama,3/7/1987,"5,563",2/28/1987,"43,930","1,351,706",3.25,,,
Alabama,3/14/1987,"6,207",3/7/1987,"42,686","1,351,706",3.16,,,
Alabama,3/21/1987,"10,978",3/14/1987,"47,323","1,351,706",3.5,,,
Alabama,3/28/1987,"6,305",3/21/1987,"39,823","1,351,706",2.95,,,
Alabama,4/4/1987,"5,315",3/28/1987,"39,601","1,351,706",2.93,,,
Alabama,4/11/1987,"7,472",4/4/1987,"38,924","1,359,587",2.86,,,
Alabama,4/18/1987,"5,597",4/11/1987,"37,477","1,359,587",2.76,,,
Alabama,4/25/1987,"6,215",4/18/1987,"38,201","1,359,587",2.81,,,
Alabama,5/2/1987,"5,186",4/25/1987,"35,882","1,359,587",2.64,,,
Alabama,5/9/1987,"5,749",5/2/1987,"35,737","1,359,587",2.63,,,
Alabama,5/16/1987,"6,056",5/9/1987,"35,777","1,359,587",2.63,,,
Alabama,5/23/1987,"6,582",5/16/1987,"35,606","1,356,987",2.62,,,
Alabama,5/30/1987,"4,705",5/23/1987,"31,813","1,359,587",2.34,,,
Alabama,6/6/1987,"5,479",5/30/1987,"34,278","1,359,587",2.52,,,
Alabama,6/13/1987,"5,022",6/6/1987,"35,211","1,359,587",2.59,,,
Alabama,6/20/1987,"4,949",6/13/1987,"34,526","1,359,587",2.54,,,
Alabama,6/27/1987,"4,844",6/20/1987,"43,129","1,359,587",3.17,,,
Alabama,7/4/1987,"5,205",6/27/1987,"32,395","1,359,587",2.38,,,
Alabama,7/11/1987,"10,696",7/4/1987,"36,676","1,366,562",2.68,,,
Alabama,7/18/1987,"12,676",7/11/1987,"41,480","1,366,562",3.04,,,
Alabama,7/25/1987,"8,620",7/18/1987,"38,351","1,366,562",2.81,,,
Alabama,8/1/1987,"5,806",7/25/1987,"35,536","1,366,562",2.6,,,
Alabama,8/8/1987,"5,580",8/1/1987,"34,930","1,366,562",2.56,,,
Alabama,8/15/1987,"5,257",8/8/1987,"34,672","1,366,562",2.54,,,
Alabama,8/22/1987,"4,515",8/15/1987,"32,931","1,366,562",2.41,,,
Alabama,8/29/1987,"4,194",8/22/1987,"32,376","1,366,562",2.37,,,
Alabama,9/5/1987,"4,791",8/29/1987,"31,365","1,366,562",2.3,,,
Alabama,9/12/1987,"3,650",9/5/1987,"29,233","1,366,562",2.14,,,
Alabama,9/19/1987,"3,899",9/12/1987,"29,782","1,366,562",2.18,,,
Alabama,9/26/1987,"3,614",9/19/1987,"29,678","1,366,562",2.17,,,
Alabama,10/3/1987,"4,121",9/26/1987,"28,271","1,366,562",2.07,,,
Alabama,10/10/1987,"5,289",10/3/1987,"28,309","1,372,573",2.06,,,
Alabama,10/17/1987,"3,905",10/10/1987,"27,439","1,372,573",2,,,
Alabama,10/24/1987,"4,430",10/17/1987,"28,858","1,372,573",2.1,,,
Alabama,10/31/1987,"4,419",10/24/1987,"28,177","1,372,573",2.05,,,
Alabama,11/7/1987,"4,873",10/31/1987,"27,735","1,372,573",2.02,,,
Alabama,11/14/1987,"5,072",11/7/1987,"27,226","1,372,573",1.98,,,
Alabama,11/21/1987,"5,834",11/14/1987,"28,844","1,372,573",2.1,,,
Alabama,11/28/1987,"4,453",11/21/1987,"27,321","1,372,573",1.99,,,
Alabama,12/5/1987,"6,388",11/28/1987,"31,796","1,372,573",2.32,,,
Alabama,12/12/1987,"6,912",12/5/1987,"31,454","1,372,573",2.29,,,
Alabama,12/19/1987,"5,817",12/12/1987,"31,386","1,372,573",2.29,,,
Alabama,12/26/1987,"6,967",12/19/1987,"31,265","1,372,573",2.28,,,
Alabama,1/2/1988,"8,805",12/26/1987,"37,120","1,372,573",2.7,,,
Alabama,1/9/1988,"17,120",1/2/1988,"42,668","1,382,570",3.09,,,
Alabama,1/16/1988,"19,628",1/9/1988,"53,044","1,382,570",3.84,,,
Alabama,1/23/1988,"12,624",1/16/1988,"45,846","1,382,570",3.32,,,
Alabama,1/30/1988,"9,331",1/23/1988,"42,200","1,382,570",3.05,,,
Alabama,2/6/1988,"6,557",1/30/1988,"36,971","1,382,570",2.67,,,
Alabama,2/13/1988,"6,302",2/6/1988,"37,344","1,382,570",2.7,,,
Alabama,2/20/1988,"5,380",2/13/1988,"35,004","1,382,570",2.53,,,
Alabama,2/27/1988,"6,294",2/20/1988,"36,586","1,382,570",2.65,,,
Alabama,3/5/1988,"5,340",2/27/1988,"34,089","1,328,570",2.57,,,
Alabama,3/12/1988,"5,427",3/5/1988,"33,742","1,382,570",2.44,,,
Alabama,3/19/1988,"4,326",3/12/1988,"32,113","1,382,570",2.32,,,
Alabama,3/26/1988,"7,449",3/19/1988,"34,281","1,382,570",2.48,,,
Alabama,4/2/1988,"4,586",3/26/1988,"29,720","1,382,570",2.15,,,
Alabama,4/9/1988,"6,373",4/2/1988,"29,859","1,396,532",2.14,,,
Alabama,4/16/1988,"4,959",4/9/1988,"29,870","1,396,532",2.14,,,
Alabama,4/23/1988,"5,479",4/16/1988,"29,680","1,396,532",2.13,,,
Alabama,4/30/1988,"4,342",4/23/1988,"27,875","1,396,532",2,,,
Alabama,5/7/1988,"5,457",4/30/1988,"27,997","1,396,532",2,,,
Alabama,5/14/1988,"5,082",5/7/1988,"27,017","1,396,532",1.93,,,
Alabama,5/21/1988,"4,795",5/14/1988,"26,843","1,396,532",1.92,,,
Alabama,5/28/1988,"4,370",5/21/1988,"25,991","1,396,532",1.86,,,
Alabama,6/4/1988,"6,755",5/28/1988,"27,431","1,396,532",1.96,,,
Alabama,6/11/1988,"4,314",6/4/1988,"26,227","1,396,532",1.88,,,
Alabama,6/18/1988,"4,767",6/11/1988,"26,630","1,396,532",1.91,,,
Alabama,6/25/1988,"4,619",6/18/1988,"26,323","1,396,532",1.88,,,
Alabama,7/2/1988,"4,759",6/25/1988,"27,220","1,396,532",1.95,,,
Alabama,7/9/1988,"8,531",7/2/1988,"27,923","1,411,612",1.98,,,
Alabama,7/16/1988,"15,639",7/9/1988,"37,846","1,411,612",2.68,,,
Alabama,7/23/1988,"10,663",7/16/1988,"33,805","1,411,612",2.39,,,
Alabama,7/30/1988,"6,802",7/23/1988,"30,820","1,411,612",2.18,,,
Alabama,8/6/1988,"8,742",7/30/1988,"32,236","1,411,612",2.28,,,
Alabama,8/13/1988,"6,141",8/6/1988,"29,283","1,411,612",2.07,,,
Alabama,8/20/1988,"6,755",8/13/1988,"30,261","1,411,612",2.14,,,
Alabama,8/27/1988,"5,126",8/20/1988,"29,140","1,411,612",2.06,,,
Alabama,9/3/1988,"5,758",8/27/1988,"28,917","1,411,612",2.05,,,
Alabama,9/10/1988,"5,685",9/3/1988,"28,325","1,411,612",2.01,,,
Alabama,9/17/1988,"5,467",9/10/1988,"28,812","1,411,612",2.04,,,
Alabama,9/24/1988,"4,352",9/17/1988,"27,177","1,411,612",1.93,,,
Alabama,10/1/1988,"4,466",9/24/1988,"26,660","1,411,612",1.89,,,
Alabama,10/8/1988,"6,588",10/1/1988,"27,053","1,425,781",1.9,,,
Alabama,10/15/1988,"5,483",10/8/1988,"26,676","1,425,781",1.87,,,
Alabama,10/22/1988,"5,220",10/15/1988,"27,277","1,425,781",1.91,,,
Alabama,10/29/1988,"6,170",10/22/1988,"28,418","1,425,781",1.99,,,
Alabama,11/5/1988,"5,064",10/29/1988,"27,296","1,425,781",1.91,,,
Alabama,11/12/1988,"4,363",11/5/1988,"25,784","1,425,781",1.81,,,
Alabama,11/19/1988,"6,855",11/12/1988,"30,467","1,425,781",2.14,,,
Alabama,11/26/1988,"4,864",11/19/1988,"28,493","1,425,781",2,,,
Alabama,12/3/1988,"8,321",11/26/1988,"32,207","1,425,781",2.26,,,
Alabama,12/10/1988,"5,408",12/3/1988,"32,209","1,425,781",2.26,,,
Alabama,12/17/1988,"5,334",12/10/1988,"31,294","1,425,781",2.19,,,
Alabama,12/24/1988,"5,724",12/17/1988,"32,890","1,425,781",2.31,,,
Alabama,12/31/1988,"8,315",12/24/1988,"35,682","1,425,781",2.5,,,
Alabama,1/7/1989,"16,343",12/31/1988,"41,329","1,425,781",2.9,,,
Alabama,1/14/1989,"22,189",1/7/1989,"52,999","1,438,938",3.68,,,
Alabama,1/21/1989,"10,109",1/14/1989,"43,436","1,438,938",3.02,,,
Alabama,1/28/1989,"8,163",1/21/1989,"41,468","1,438,938",2.88,,,
Alabama,2/4/1989,"6,202",1/28/1989,"35,257","1,438,938",2.45,,,
Alabama,2/11/1989,"5,568",2/4/1989,"35,858","1,438,938",2.49,,,
Alabama,2/18/1989,"6,681",2/11/1989,"38,667","1,438,938",2.69,,,
Alabama,2/25/1989,"5,200",2/18/1989,"35,467","1,438,938",2.46,,,
Alabama,3/4/1989,"6,218",2/25/1989,"36,985","1,438,938",2.57,,,
Alabama,3/11/1989,"5,436",3/4/1989,"36,372","1,438,938",2.53,,,
Alabama,3/18/1989,"5,301",3/11/1989,"35,427","1,438,938",2.46,,,
Alabama,3/25/1989,"6,037",3/18/1989,"35,187","1,438,938",2.45,,,
Alabama,4/1/1989,"4,400",3/25/1989,"32,489","1,438,938",2.26,,,
Alabama,4/8/1989,"5,578",4/1/1989,"31,243","1,450,015",2.15,,,
Alabama,4/15/1989,"4,393",4/8/1989,"30,643","1,450,015",2.11,,,
Alabama,4/22/1989,"5,674",4/15/1989,"31,257","1,450,015",2.16,,,
Alabama,4/29/1989,"4,183",4/22/1989,"29,563","1,450,015",2.04,,,
Alabama,5/6/1989,"5,098",4/29/1989,"29,232","1,450,015",2.02,,,
Alabama,5/13/1989,"5,923",5/6/1989,"30,005","1,450,015",2.07,,,
Alabama,5/20/1989,"4,749",5/13/1989,"27,447","1,450,015",1.89,,,
Alabama,5/27/1989,"5,010",5/20/1989,"27,632","1,450,015",1.91,,,
Alabama,6/3/1989,"4,756",5/27/1989,"26,943","1,450,015",1.86,,,
Alabama,6/10/1989,"4,641",6/3/1989,"28,062","1,450,015",1.94,,,
Alabama,6/17/1989,"6,959",6/10/1989,"30,800","1,450,015",2.12,,,
Alabama,6/24/1989,"5,632",6/17/1989,"30,690","1,450,015",2.12,,,
Alabama,7/1/1989,"5,838",6/24/1989,"31,285","1,450,015",2.16,,,
Alabama,7/8/1989,"7,681",7/1/1989,"29,079","1,460,035",1.99,,,
Alabama,7/15/1989,"16,979",7/8/1989,"41,134","1,460,035",2.82,,,
Alabama,7/22/1989,"12,996",7/15/1989,"40,107","1,460,035",2.75,,,
Alabama,7/29/1989,"7,751",7/22/1989,"33,311","1,460,035",2.28,,,
Alabama,8/5/1989,"7,321",7/29/1989,"30,581","1,460,035",2.09,,,
Alabama,8/12/1989,"7,442",8/5/1989,"33,680","1,460,035",2.31,,,
Alabama,8/19/1989,"4,625",8/12/1989,"30,820","1,460,035",2.11,,,
Alabama,8/26/1989,"3,880",8/19/1989,"28,844","1,460,035",1.98,,,
Alabama,9/2/1989,"5,034",8/26/1989,"28,814","1,460,035",1.97,,,
Alabama,9/9/1989,"4,437",9/2/1989,"26,870","1,460,035",1.84,,,
Alabama,9/16/1989,"4,460",9/9/1989,"28,238","1,460,035",1.93,,,
Alabama,9/23/1989,"5,279",9/16/1989,"27,962","1,460,035",1.92,,,
Alabama,9/30/1989,"4,735",9/23/1989,"26,419","1,460,035",1.81,,,
Alabama,10/7/1989,"5,359",9/30/1989,"26,525","1,460,035",1.82,,,
Alabama,10/14/1989,"5,208",10/7/1989,"27,004","1,471,954",1.83,,,
Alabama,10/21/1989,"4,990",10/14/1989,"28,062","1,471,954",1.91,,,
Alabama,10/28/1989,"5,562",10/21/1989,"28,327","1,471,954",1.92,,,
Alabama,11/4/1989,"5,119",10/28/1989,"24,205","1,471,954",1.64,,,
Alabama,11/11/1989,"4,842",11/4/1989,"26,533","1,471,954",1.8,,,
Alabama,11/18/1989,"7,117",11/11/1989,"30,335","1,471,954",2.06,,,
Alabama,11/25/1989,"4,274",11/18/1989,"25,991","1,471,954",1.77,,,
Alabama,12/2/1989,"9,193",11/25/1989,"35,049","1,471,954",2.38,,,
Alabama,12/9/1989,"7,982",12/2/1989,"32,921","1,471,954",2.24,,,
Alabama,12/16/1989,"5,915",12/9/1989,"31,389","1,471,954",2.13,,,
Alabama,12/23/1989,"8,343",12/16/1989,"33,394","1,471,954",2.27,,,
Alabama,12/30/1989,"11,758",12/23/1989,"39,821","1,471,954",2.71,,,
Alabama,1/6/1990,"14,782",12/30/1989,"44,759","1,471,954",3.04,,,
Alabama,1/13/1990,"21,868",1/6/1990,"54,039","1,481,773",3.65,,,
Alabama,1/20/1990,"14,723",1/13/1990,"47,569","1,481,773",3.21,,,
Alabama,1/27/1990,"9,275",1/20/1990,"42,930","1,481,773",2.9,,,
Alabama,2/3/1990,"7,089",1/27/1990,"39,162","1,481,773",2.64,,,
Alabama,2/10/1990,"9,078",2/3/1990,"41,076","1,481,773",2.77,,,
Alabama,2/17/1990,"7,579",2/10/1990,"40,159","1,481,773",2.71,,,
Alabama,2/24/1990,"7,930",2/17/1990,"39,157","1,481,773",2.64,,,
Alabama,3/3/1990,"7,196",2/24/1990,"41,378","1,481,773",2.79,,,
Alabama,3/10/1990,"6,087",3/3/1990,"37,161","1,481,773",2.51,,,
Alabama,3/17/1990,"4,760",3/10/1990,"34,558","1,481,773",2.33,,,
Alabama,3/24/1990,"12,575",3/17/1990,"40,670","1,481,773",2.74,,,
Alabama,3/31/1990,"7,613",3/24/1990,"35,735","1,481,773",2.41,,,
Alabama,4/7/1990,"6,542",3/31/1990,"33,754","1,481,773",2.28,,,
Alabama,4/14/1990,"5,674",4/7/1990,"32,881","1,491,684",2.2,,,
Alabama,4/21/1990,"15,414",4/14/1990,"33,200","1,491,684",2.23,,,
Alabama,4/28/1990,"5,063",4/21/1990,"31,873","1,491,684",2.14,,,
Alabama,5/5/1990,"6,932",4/28/1990,"32,049","1,491,684",2.15,,,
Alabama,5/12/1990,"6,522",5/5/1990,"33,184","1,491,684",2.22,,,
Alabama,5/19/1990,"4,916",5/12/1990,"30,225","1,491,684",2.03,,,
Alabama,5/26/1990,"5,138",5/19/1990,"30,105","1,491,684",2.02,,,
Alabama,6/2/1990,"6,468",5/26/1990,"29,558","1,491,684",1.98,,,
Alabama,6/9/1990,"5,190",6/2/1990,"29,505","1,491,684",1.98,,,
Alabama,6/16/1990,"4,869",6/9/1990,"29,464","1,491,684",1.98,,,
Alabama,6/23/1990,"5,384",6/16/1990,"30,934","1,491,684",2.07,,,
Alabama,6/30/1990,"4,526",6/23/1990,"29,434","1,491,684",1.97,,,
Alabama,7/7/1990,"7,358",6/30/1990,"29,080","1,491,684",1.95,,,
Alabama,7/14/1990,"15,279",7/7/1990,"40,802","1,501,914",2.72,,,
Alabama,7/21/1990,"12,924",7/14/1990,"40,022","1,501,914",2.66,,,
Alabama,7/28/1990,"9,141",7/21/1990,"36,130","1,501,914",2.41,,,
Alabama,8/4/1990,"8,406",7/28/1990,"33,954","1,501,914",2.26,,,
Alabama,8/11/1990,"6,965",8/4/1990,"33,600","1,501,914",2.24,,,
Alabama,8/18/1990,"5,555",8/11/1990,"33,825","1,501,914",2.25,,,
Alabama,8/25/1990,"6,213",8/18/1990,"32,992","1,501,914",2.2,,,
Alabama,9/1/1990,"5,894",8/25/1990,"31,168","1,501,914",2.08,,,
Alabama,9/8/1990,"7,258",9/1/1990,"31,656","1,501,914",2.11,,,
Alabama,9/15/1990,"5,593",9/8/1990,"31,250","1,501,914",2.08,,,
Alabama,9/22/1990,"5,184",9/15/1990,"30,526","1,501,914",2.03,,,
Alabama,9/29/1990,"5,078",9/22/1990,"29,589","1,501,914",1.97,,,
Alabama,10/6/1990,"6,238",9/29/1990,"29,841","1,501,914",1.99,,,
Alabama,10/13/1990,"6,916",10/6/1990,"29,239","1,510,034",1.94,,,
Alabama,10/20/1990,"5,519",10/13/1990,"30,214","1,510,034",2,,,
Alabama,10/27/1990,"6,963",10/20/1990,"31,475","1,510,034",2.08,,,
Alabama,11/3/1990,"8,978",10/27/1990,"34,830","1,510,034",2.31,,,
Alabama,11/10/1990,"7,463",11/3/1990,"34,257","1,510,034",2.27,,,
Alabama,11/17/1990,"6,424",11/10/1990,"32,956","1,510,034",2.18,,,
Alabama,11/24/1990,"5,054",11/17/1990,"31,296","1,510,034",2.07,,,
Alabama,12/1/1990,"13,544",11/24/1990,"43,360","1,510,034",2.87,,,
Alabama,12/8/1990,"12,549",12/1/1990,"42,036","1,510,034",2.78,,,
Alabama,12/15/1990,"8,079",12/8/1990,"39,619","1,510,034",2.62,,,
Alabama,12/22/1990,"9,238",12/15/1990,"40,131","1,510,034",2.66,,,
Alabama,12/29/1990,"12,745",12/22/1990,"43,339","1,510,034",2.87,,,
Alabama,1/5/1991,"18,288",12/29/1990,"51,226","1,510,034",3.39,,,
Alabama,1/12/1991,"24,282",1/5/1991,"70,842","1,520,160",4.66,,,
Alabama,1/19/1991,"21,353",1/12/1991,"60,913","1,520,160",4.01,,,
Alabama,1/26/1991,"12,607",1/19/1991,"53,371","1,520,160",3.51,,,
Alabama,2/2/1991,"10,777",1/26/1991,"49,386","1,520,160",3.25,,,
Alabama,2/9/1991,"10,881",2/2/1991,"50,889","1,520,160",3.35,,,
Alabama,2/16/1991,"7,714",2/9/1991,"48,367","1,520,160",3.18,,,
Alabama,2/23/1991,"7,891",2/16/1991,"47,691","1,520,160",3.14,,,
Alabama,3/2/1991,"10,006",2/23/1991,"51,351","1,520,160",3.38,,,
Alabama,3/9/1991,"7,553",3/2/1991,"48,319","1,520,160",3.18,,,
Alabama,3/16/1991,"7,206",3/9/1991,"47,371","1,520,160",3.12,,,
Alabama,3/23/1991,"6,724",3/16/1991,"45,614","1,520,160",3,,,
Alabama,3/30/1991,"6,755",3/23/1991,"43,908","1,520,160",2.89,,,
Alabama,4/6/1991,"11,204",3/30/1991,"48,266","1,520,160",3.18,,,
Alabama,4/13/1991,"8,003",4/6/1991,"42,668","1,528,265",2.79,,,
Alabama,4/20/1991,"7,578",4/13/1991,"43,058","1,528,265",2.82,,,
Alabama,4/27/1991,"5,715",4/20/1991,"40,569","1,528,265",2.65,,,
Alabama,5/4/1991,"6,355",4/27/1991,"40,492","1,528,265",2.65,,,
Alabama,5/11/1991,"7,094",5/4/1991,"40,636","1,528,265",2.66,,,
Alabama,5/18/1991,"6,458",5/11/1991,"38,909","1,528,265",2.55,,,
Alabama,5/25/1991,"6,001",5/18/1991,"38,841","1,528,265",2.54,,,
Alabama,6/1/1991,"6,128",5/25/1991,"36,876","1,528,265",2.41,,,
Alabama,6/8/1991,"6,409",6/1/1991,"38,667","1,528,265",2.53,,,
Alabama,6/15/1991,"5,633",6/8/1991,"38,666","1,528,265",2.53,,,
Alabama,6/22/1991,"4,933",6/15/1991,"38,300","1,528,265",2.51,,,
Alabama,6/29/1991,"5,117",6/22/1991,"36,529","1,528,265",2.39,,,
Alabama,7/6/1991,"6,348",6/29/1991,"36,516","1,528,265",2.39,,,
Alabama,7/13/1991,"15,977",7/6/1991,"46,110","1,535,390",3,,,
Alabama,7/20/1991,"13,019",7/13/1991,"45,416","1,535,390",2.96,,,
Alabama,7/27/1991,"7,775",7/20/1991,"41,479","1,535,390",2.7,,,
Alabama,8/3/1991,"6,657",7/27/1991,"39,984","1,535,390",2.6,,,
Alabama,8/10/1991,"6,255",8/3/1991,"38,516","1,535,390",2.51,,,
Alabama,8/17/1991,"4,928",8/10/1991,"37,011","1,535,390",2.41,,,
Alabama,8/24/1991,"4,898",8/17/1991,"36,433","1,535,390",2.37,,,
Alabama,8/31/1991,"5,300",8/24/1991,"35,931","1,535,390",2.34,,,
Alabama,9/7/1991,"4,730",8/31/1991,"33,344","1,535,390",2.17,,,
Alabama,9/14/1991,"4,912",9/7/1991,"35,810","1,535,390",2.33,,,
Alabama,9/21/1991,"4,412",9/14/1991,"33,700","1,535,390",2.19,,,
Alabama,9/28/1991,"4,959",9/21/1991,"32,924","1,535,390",2.14,,,
Alabama,10/5/1991,"5,155",9/28/1991,"32,530","1,535,390",2.12,,,
Alabama,10/12/1991,"5,751",10/5/1991,"32,408","1,538,443",2.11,,,
Alabama,10/19/1991,"4,797",10/12/1991,"31,970","1,538,443",2.08,,,
Alabama,10/26/1991,"5,882",10/19/1991,"34,746","1,538,443",2.26,,,
Alabama,11/2/1991,"5,524",10/26/1991,"33,871","1,538,443",2.2,,,
Alabama,11/9/1991,"5,760",11/2/1991,"34,133","1,538,443",2.22,,,
Alabama,11/16/1991,"5,857",11/9/1991,"34,489","1,538,443",2.24,,,
Alabama,11/23/1991,"6,738",11/16/1991,"35,750","1,538,443",2.32,,,
Alabama,11/30/1991,"6,150",11/23/1991,"34,972","1,538,443",2.27,,,
Alabama,12/7/1991,"10,865",11/30/1991,"42,154","1,538,443",2.74,,,
Alabama,12/14/1991,"7,470",12/7/1991,"42,669","1,538,443",2.77,,,
Alabama,12/21/1991,"6,686",12/14/1991,"41,039","1,538,443",2.67,,,
Alabama,12/28/1991,"5,870",12/21/1991,"38,306","1,538,443",2.49,,,
Alabama,1/4/1992,"17,251",12/28/1991,"54,429","1,538,443",3.54,,,
Alabama,1/11/1992,"21,684",1/4/1992,"61,903","1,538,862",4.02,,,
Alabama,1/18/1992,"20,068",1/11/1992,"60,623","1,538,862",3.94,,,
Alabama,1/25/1992,"10,537",1/18/1992,"53,079","1,538,862",3.45,,,
Alabama,2/1/1992,"9,208",1/25/1992,"50,774","1,538,862",3.3,,,
Alabama,2/8/1992,"6,919",2/1/1992,"48,466","1,538,862",3.15,,,
Alabama,2/15/1992,"6,834",2/8/1992,"47,983","1,538,862",3.12,,,
Alabama,2/22/1992,"5,849",2/15/1992,"45,545","1,538,862",2.96,,,
Alabama,2/29/1992,"6,944",2/22/1992,"47,377","1,538,862",3.08,,,
Alabama,3/7/1992,"5,830",2/29/1992,"45,401","1,538,862",2.95,,,
Alabama,3/14/1992,"5,890",3/7/1992,"45,009","1,538,862",2.92,,,
Alabama,3/21/1992,"6,454",3/14/1992,"44,053","1,538,862",2.86,,,
Alabama,3/28/1992,"5,218",3/21/1992,"42,972","1,538,862",2.79,,,
Alabama,4/4/1992,"5,433",3/28/1992,"41,224","1,538,862",2.68,,,
Alabama,4/11/1992,"9,157",4/4/1992,"43,994","1,540,804",2.86,,,
Alabama,4/18/1992,"5,922",4/11/1992,"40,756","1,540,804",2.65,,,
Alabama,4/25/1992,"4,823",4/18/1992,"40,121","1,540,804",2.6,,,
Alabama,5/2/1992,"5,421",4/25/1992,"39,356","1,540,804",2.55,,,
Alabama,5/9/1992,"5,177",5/2/1992,"37,939","1,540,804",2.46,,,
Alabama,5/16/1992,"5,187",5/9/1992,"36,998","1,540,804",2.4,,,
Alabama,5/23/1992,"5,513",5/16/1992,"36,987","1,540,804",2.4,,,
Alabama,5/30/1992,"4,901",5/23/1992,"35,073","1,540,804",2.28,,,
Alabama,6/6/1992,"5,825",5/30/1992,"37,366","1,540,804",2.43,,,
Alabama,6/13/1992,"5,898",6/6/1992,"37,363","1,540,804",2.42,,,
Alabama,6/20/1992,"5,072",6/13/1992,"37,222","1,540,804",2.42,,,
Alabama,6/27/1992,"6,146",6/20/1992,"37,637","1,540,804",2.44,,,
Alabama,7/4/1992,"4,473",6/27/1992,"34,976","1,540,804",2.27,,,
Alabama,7/11/1992,"13,353",7/4/1992,"42,512","1,543,623",2.75,,,
Alabama,7/18/1992,"14,717",7/11/1992,"46,108","1,543,623",2.99,,,
Alabama,7/25/1992,"7,549",7/18/1992,"40,432","1,543,623",2.62,,,
Alabama,8/1/1992,"8,129",7/25/1992,"40,846","1,543,623",2.65,,,
Alabama,8/8/1992,"5,260",8/1/1992,"37,792","1,543,623",2.45,,,
Alabama,8/15/1992,"5,166",8/8/1992,"36,066","1,543,623",2.34,,,
Alabama,8/22/1992,"4,833",8/15/1992,"34,829","1,543,623",2.26,,,
Alabama,8/29/1992,"4,802",8/22/1992,"34,139","1,543,623",2.21,,,
Alabama,9/5/1992,"4,828",8/29/1992,"33,139","1,543,623",2.15,,,
Alabama,9/12/1992,"3,543",9/5/1992,"29,946","1,543,623",1.94,,,
Alabama,9/19/1992,"5,363",9/12/1992,"32,642","1,543,623",2.11,,,
Alabama,9/26/1992,"4,050",9/19/1992,"30,674","1,543,623",1.99,,,
Alabama,10/3/1992,"5,213",9/26/1992,"30,429","1,543,623",1.97,,,
Alabama,10/10/1992,"5,047",10/3/1992,"28,864","1,549,564",1.86,,,
Alabama,10/17/1992,"3,891",10/10/1992,"26,247","1,549,564",1.69,,,
Alabama,10/24/1992,"4,602",10/17/1992,"29,456","1,549,564",1.9,,,
Alabama,10/31/1992,"4,552",10/24/1992,"29,004","1,549,564",1.87,,,
Alabama,11/7/1992,"4,889",10/31/1992,"28,684","1,549,564",1.85,,,
Alabama,11/14/1992,"5,010",11/7/1992,"28,535","1,549,564",1.84,,,
Alabama,11/21/1992,"5,627",11/14/1992,"30,844","1,549,564",1.99,,,
Alabama,11/28/1992,"3,158",11/21/1992,"25,996","1,549,564",1.68,,,
Alabama,12/5/1992,"6,736",11/28/1992,"33,869","1,549,564",2.19,,,
Alabama,12/12/1992,"8,154",12/5/1992,"34,058","1,549,564",2.2,,,
Alabama,12/19/1992,"4,792",12/12/1992,"31,683","1,549,564",2.04,,,
Alabama,12/26/1992,"4,285",12/19/1992,"27,342","1,549,564",1.76,,,
Alabama,1/2/1993,"9,334",12/26/1992,"36,456","1,549,564",2.35,,,
Alabama,1/9/1993,"17,291",1/2/1993,"48,731","1,557,589",3.13,,,
Alabama,1/16/1993,"19,156",1/9/1993,"52,890","1,557,589",3.4,,,
Alabama,1/23/1993,"17,093",1/16/1993,"47,631","1,557,589",3.06,,,
Alabama,1/30/1993,"12,597",1/23/1993,"44,415","1,557,589",2.85,,,
Alabama,2/6/1993,"8,345",1/30/1993,"38,307","1,557,589",2.46,,,
Alabama,2/13/1993,"6,343",2/6/1993,"35,913","1,557,589",2.31,,,
Alabama,2/20/1993,"5,102",2/13/1993,"33,164","1,557,589",2.13,,,
Alabama,2/27/1993,"7,411",2/20/1993,"36,060","1,557,589",2.32,,,
Alabama,3/6/1993,"5,034",2/27/1993,"33,022","1,557,589",2.12,,,
Alabama,3/13/1993,"4,778",3/6/1993,"31,781","1,557,589",2.04,,,
Alabama,3/20/1993,"4,590",3/13/1993,"30,129","1,557,589",1.93,,,
Alabama,3/27/1993,"7,498",3/20/1993,"34,438","1,557,589",2.21,,,
Alabama,4/3/1993,"5,756",3/27/1993,"31,271","1,557,589",2.01,,,
Alabama,4/10/1993,"8,419",4/3/1993,"32,222","1,565,496",2.06,,,
Alabama,4/17/1993,"5,270",4/10/1993,"31,025","1,565,496",1.98,,,
Alabama,4/24/1993,"5,278",4/17/1993,"30,762","1,565,496",1.97,,,
